ortho_cluster	name_cluster
EOG09260UXC	Tetratricopeptide repeat
EOG09260UXE	Similarity:Belongs to the ABC transporter superfamily.
EOG09260UY7	Similarity:Contains 1 PH domain.
EOG09260UY8	Sec23/Sec24 beta-sandwich
EOG09260V0I	Tetratricopeptide-like helical domain
EOG09260V0V	Inner centromere protein, ARK-binding domain
EOG09260V1B	Similarity:Contains USP domain.
EOG09260V5Q	S-adenosyl-L-methionine-dependent methyltransferase
EOG09260V6N	Anaphase-promoting complex subunit 4
EOG09260V8Q	Similarity:Contains USP domain.
EOG09260VCG	Transmembrane:Helical
EOG09260VDW	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09260VEY	WD40 repeat
EOG09260VHV	AP complex subunit beta
EOG09260VL5	5'-3' exonuclease, C-terminal domain
EOG09260VNQ	Similarity:Belongs to the carnitine/choline acetyltransferase family.
EOG09260VP6	Transmembrane:Helical
EOG09260VPU	Transglutaminase-like
EOG09260VSF	Cullin homology
EOG09260VSV	Similarity:Contains HECT (E6AP-type E3 ubiquitin-protein ligase) domain.
EOG09260VTA	B3/B4 tRNA-binding domain
EOG09260VTN	ATPase, AAA-type, core
EOG09260VYK	Poly(A) polymerase
EOG09260W1G	ATPase, AAA-type, core
EOG09260W52	Tetratricopeptide-like helical domain
EOG09260W8D	TRAPP III complex, Trs85
EOG09260W9L	Protein kinase domain
EOG09260WA1	Gelsolin-like domain
EOG09260WA8	Ribosomal protein S5 domain 2-type fold
EOG09260WC0	Septation initiation Sid4-like
EOG09260WCZ	Vps54-like
EOG09260WFF	Mediator complex, subunit Med13
EOG09260WG2	Vacuolar import/degradation, Vid27-related
EOG09260WGT	Leucine-rich repeat
EOG09260WJR	AMP-dependent synthetase/ligase
EOG09260WNP	Transmembrane:Helical
EOG09260WTD	Transmembrane:Helical
EOG09260WU5	Dbl homology (DH) domain
EOG09260WU6	Condensin complex subunit 2/barren
EOG09260WUA	Similarity:Contains ARID domain.
EOG09260WUS	Exocyst complex component Sec10-like
EOG09260WW9	Epo1p
EOG09260WXH	Glycogen synthase
EOG09260WXN	Structural maintenance of chromosomes protein
EOG09260WYQ	Glutamyl/glutaminyl-tRNA synthetase
EOG09260X3U	HDA1 complex subunit 3
EOG09260X4C	MIF4G-like domain
EOG09260X4Y	Alkyl sulfatase dimerisation domain
EOG09260X84	Transmembrane:Helical
EOG09260XC9	Transmembrane:Helical
EOG09260XDK	Transmembrane:Helical
EOG09260XH5	Glutamyl/glutaminyl-tRNA synthetase
EOG09260XHP	Transmembrane:Helical
EOG09260XL0	DNA topoisomerase, type IA
EOG09260XLY	Transmembrane:Helical
EOG09260XMI	Similarity:Contains 2 SH3 domains.
EOG09260XOG	Tryptophan synthase, beta chain
EOG09260XQ0	GLC7-interacting protein 4
EOG09260XQ9	U3 small nucleolar RNA-associated protein 6
EOG09260XQV	RNA recognition motif domain
EOG09260XSR	CLASP N-terminal domain
EOG09260Y00	Transmembrane:Helical
EOG09260Y1S	Transmembrane:Helical
EOG09260Y2Q	Similarity:Contains PCI domain.
EOG09260Y5R	Ribonuclease P, Rpm2, mitochondrial
EOG09260Y96	Similarity:Belongs to the ABC transporter superfamily.
EOG09260YG8	Pumilio RNA-binding repeat
EOG09260YGJ	Zn(2)-C6 fungal-type DNA-binding domain
EOG09260YGZ	Pleckstrin homology domain
EOG09260YHU	Acetyl-coenzyme A synthetase
EOG09260YJQ	Arginine-tRNA ligase
EOG09260YKK	Aminoacyl-tRNA synthetase, class II
EOG09260YM6	Transmembrane:Helical
EOG09260YM7	Sel1-like repeat
EOG09260YMF	Catalytic Activity:ATP + H(2)O = ADP + phosphate.
EOG09260YNX	Rossmann-like alpha/beta/alpha sandwich fold
EOG09260YS9	NOT2/NOT3/NOT5
EOG09260YSK	Ubiquitin system component Cue
EOG09260YSR	Protein kinase domain
EOG09260YUU	YAP-binding/ALF4/Glomulin
EOG09260Z2N	Dual specificity phosphatase
EOG09260Z2U	Transmembrane:Helical
EOG09260Z3H	WD40 repeat
EOG09260Z3X	Pyridoxal phosphate-dependent transferase
EOG09260Z5E	Armadillo-type fold
EOG09260Z6O	Metallo-dependent phosphatase-like
EOG09260Z70	Sel1-like repeat
EOG09260Z9N	Meiosis specific protein Spo22/ZIP4/TEX11
EOG09260Z9W	Aminoacyl-tRNA synthetase, class II
EOG09260ZD4	Prefoldin
EOG09260ZEH	P-loop containing nucleoside triphosphate hydrolase
EOG09260ZEI	Protein kinase domain
EOG09260ZFC	Similarity:Contains 1 SH3 domain.
EOG09260ZG2	Oxoglutarate/iron-dependent dioxygenase
EOG09260ZHI	Rad9/Ddc1
EOG09260ZLN	Protein kinase domain
EOG09260ZW7	Similarity:Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
EOG09260ZWT	DNA polymerase family X
EOG09260ZWU	Catalytic Activity:ATP + H(2)O = ADP + phosphate.
EOG09260ZX3	Similarity:Contains N-terminal Ras-GEF domain.
EOG09260ZYU	Transmembrane:Helical
EOG09260ZZC	NUDIX hydrolase domain
EOG0926102Z	Conserved oligomeric Golgi complex, subunit 4
EOG09261031	Ubiquinone biosynthesis hydroxylase UbiH/COQ6
EOG0926103V	Transmembrane:Helical
EOG0926105I	Copper fist DNA-binding domain
EOG09261062	Jacalin-like lectin domain
EOG09261072	SNF2-related, N-terminal domain
EOG0926109W	Transmembrane:Helical
EOG092610AJ	Transmembrane:Helical
EOG092610B2	Uncharacterized protein YIL092W
EOG092610EO	HORMA domain
EOG092610IB	Similarity:Contains 1 F-box domain.
EOG092610KH	Transmembrane:Helical
EOG092610LP	NAD(+) synthetase
EOG092610LQ	Protein kinase domain
EOG092610PN	Leucine-rich repeat
EOG092610QT	RNA polymerase III subunit RPC82-related, helix-turn-helix
EOG092610RE	Endoribonuclease L-PSP/chorismate mutase-like
EOG092610TN	GB1/RHD3-type guanine nucleotide-binding (G) domain
EOG092610VI	Similarity:Contains helicase ATP-binding domain.
EOG092610VJ	TATA-binding protein interacting (TIP20)
EOG092610ZY	Translation elongation factor EFTu/EF1A, domain 2
EOG09261127	ABC transporter ABCE
EOG0926112A	Eukaryotic translation initiation factor 3 subunit A
EOG09261145	Asparagine synthase
EOG0926115P	SNF5/SMARCB1/INI1
EOG0926115V	Rad21/Rec8-like protein, C-terminal
EOG0926116N	Transmembrane:Helical
EOG0926119C	Homing endonuclease
EOG092611BY	Similarity:Belongs to the peptidase M3 family.
EOG092611FB	Transmembrane:Helical
EOG092611FI	Ulp1 protease family, C-terminal catalytic domain
EOG092611G7	Cysteine-tRNA ligase
EOG092611H2	Domain of unknown function DUF2235
EOG092611HB	WD40 repeat
EOG092611MO	DEAD/DEAH box helicase domain
EOG092611O1	Kinesin-like protein
EOG092611Y3	Glycosyl hydrolase, family 13, catalytic domain
EOG09261225	Similarity:Belongs to the ATPase alpha/beta chains family.
EOG0926124D	Transmembrane:Helical
EOG0926126H	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG0926126K	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261290	Methylenetetrahydrofolate reductase
EOG0926129I	CDC45 family
EOG092612AK	Vps53-like, N-terminal
EOG092612CC	Fibronectin type III
EOG092612EC	V-type proton ATPase subunit a
EOG092612F7	Transmembrane:Helical
EOG092612FE	WD40/YVTN repeat-like-containing domain
EOG092612I6	Transmembrane:Helical
EOG092612J3	Exocyst complex protein Exo70
EOG092612LP	WD40 repeat
EOG092612MX	WD40 repeat
EOG092612MY	Transmembrane:Helical
EOG092612O3	p53-like transcription factor, DNA-binding
EOG092612P2	Lysophospholipase
EOG092612QT	Transmembrane:Helical
EOG092612SR	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3
EOG092612V1	Phospholipase C/D
EOG092612XD	CCAAT-binding factor
EOG092612XH	Wap1 domain
EOG09261311	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
EOG0926131E	Lipoyl synthase
EOG09261321	Similarity:Contains helicase ATP-binding domain.
EOG0926132R	Peptidase M20
EOG0926133I	Mitochondrial Rho GTPase
EOG0926135W	Cytochrome c lysine N-methyltransferase 1
EOG09261360	Transmembrane:Helical
EOG0926137U	Similarity:Contains PI3K/PI4K domain.
EOG092613A3	Transmembrane:Helical
EOG092613HT	PAP/25A-associated
EOG092613L3	ATPase, AAA-type, core
EOG092613NA	Heat shock protein 70 family
EOG092613O5	DNA/RNA-binding domain, Est1-type
EOG092613QA	Transcription factor TFIIB
EOG092613QV	Similarity:Contains 1 F-box domain.
EOG092613R2	Mitochondrial escape protein 2
EOG092613S3	Tetratricopeptide repeat
EOG092613UB	Winged helix-turn-helix DNA-binding domain
EOG092613WI	AICAR transformylase domain
EOG092613Y0	Cryptochrome/DNA photolyase class 1
EOG092613ZW	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG092613ZX	Thiamine pyrophosphate enzyme, central domain
EOG09261404	Similarity:Contains 3 SH3 domains.
EOG0926140N	Transmembrane:Helical
EOG0926140Q	EF-hand domain
EOG0926142H	Translation initiation factor, beta propellor-like domain
EOG0926142Y	Chs5p-Arf1p binding
EOG09261453	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG0926146A	Transmembrane:Helical
EOG09261476	Bromodomain
EOG0926147L	Endo-1,3(4)-beta-glucanase
EOG092614AQ	Chloride channel protein
EOG092614DJ	tRNA (uracil-O(2)-)-methyltransferase
EOG092614E6	Similarity:Belongs to the ABC transporter superfamily.
EOG092614IW	RNA methyltransferase TrmA, active site
EOG092614JE	Transmembrane:Helical
EOG092614JH	FAD/NAD(P)-binding domain
EOG092614N0	Transmembrane:Helical
EOG092614O9	Helicase, C-terminal
EOG092614UB	WD40 repeat
EOG092614UE	Zinc finger, RING/FYVE/PHD-type
EOG092614YH	SMI1/KNR4-like domain
EOG092614ZG	Zinc finger, RING/FYVE/PHD-type
EOG0926158N	Protein kinase domain
EOG0926158Y	3'-5' exonuclease domain
EOG092615A8	Gelsolin-like domain
EOG092615AI	Similarity:Contains 1 F-box domain.
EOG092615CC	Transmembrane:Helical
EOG092615CX	Exonuclease V
EOG092615D7	Transmembrane:Helical
EOG092615D9	RNA recognition motif domain
EOG092615F0	Reverse transcriptase, RNA-dependent DNA polymerase
EOG092615GW	Transmembrane:Helical
EOG092615IE	Ribosomal protein S5 domain 2-type fold
EOG092615IF	Heat shock protein 9/12
EOG092615KE	Nitrogen permease regulator 3
EOG092615O8	Exocyst complex component EXOC2/Sec5
EOG092615OP	Zinc finger, HIT-type
EOG092615QI	Protein kinase domain
EOG092615SH	Phosphatidylinositol-4-phosphate 5-kinase
EOG092615SL	Rab-GTPase-TBC domain
EOG092615SM	Ribosome biogenesis protein BMS1/TSR1, C-terminal
EOG092615SU	Histone deacetylase complex, subunit 2/3
EOG092615Y4	Transmembrane:Helical
EOG092615ZR	Transmembrane:Helical
EOG09261635	Aminoacyl-tRNA synthetase, class Ia
EOG0926163G	Transmembrane:Helical
EOG0926165O	Similarity:Contains USP domain.
EOG09261660	RNA polymerase I specific transcription initiation factor RRN3
EOG09261666	Biotin--acetyl-CoA-carboxylase ligase
EOG0926166C	Malic enzyme
EOG092616A8	Similarity:Contains 2 ANK repeats.
EOG092616E1	Rho GTPase activation protein
EOG092616I0	Tetratricopeptide repeat
EOG092616JF	Chromatin-remodelling complex, RSC SWI/SNF subunit Rsc7/Swp82
EOG092616L5	Transmembrane:Helical
EOG092616NU	Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG092616PN	Transmembrane:Helical
EOG092616QN	Eukaryotic translation initiation factor 3 subunit C
EOG092616VO	Mu homology domain
EOG092616VT	Transmembrane:Helical
EOG092616WP	Succinate dehydrogenase, flavoprotein subunit
EOG092616YZ	Heat shock protein 70 family
EOG09261727	Zinc finger, RING-type
EOG0926174R	Transmembrane:Helical
EOG0926177F	Tetratricopeptide-like helical domain
EOG092617AN	Ribosome biogenesis protein BMS1/TSR1, C-terminal
EOG092617D0	Transmembrane:Helical
EOG092617G7	Transmembrane:Helical
EOG092617GB	Peptidase C2, calpain, catalytic domain
EOG092617HW	Transmembrane:Helical
EOG092617P9	Pyridoxal phosphate-dependent transferase
EOG092617RN	Heat shock protein 70 family
EOG092617RY	Ku70
EOG092617S2	AAA+ ATPase domain
EOG092617SA	DNA replication factor Cdt1, C-terminal
EOG092617TQ	Armadillo-like helical
EOG092617VF	Ppx/GppA phosphatase
EOG092617VR	DNA ligase, ATP-dependent
EOG092617XV	AP complex subunit beta
EOG092617Y9	Gis4p
EOG092617ZO	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EOG092617ZV	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261801	DNA polymerase, Y-family, little finger domain
EOG0926180G	5'-Nucleotidase/apyrase
EOG0926181J	2-isopropylmalate synthase
EOG0926182Y	Heat shock protein 70 family
EOG0926186K	Histone H3-K79 methyltransferase
EOG09261898	Metallo-beta-lactamase
EOG092618BZ	Similarity:Contains 2 LIM zinc-binding domains.
EOG092618DY	Ribosomal protein S5 domain 2-type fold
EOG092618J9	Uncharacterised protein family UPF0061
EOG092618JS	Phosphoenolpyruvate carboxykinase, C-terminal
EOG092618M2	Zinc finger, PHD-type
EOG092618SH	Similarity:Contains MHD (mu homology) domain.
EOG092618SX	Aldehyde dehydrogenase domain
EOG092618UZ	Zinc finger, Mcm10/DnaG-type
EOG092618X2	Transmembrane:Helical
EOG092618ZP	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
EOG0926195C	Glucosidase 2 subunit beta
EOG092619B3	Karyogamy protein, KAR9
EOG092619BO	Helicase, C-terminal
EOG092619CT	Glycoside hydrolase, catalytic domain
EOG092619EA	Electron transfer flavoprotein-ubiquinone oxidoreductase
EOG092619GP	Transmembrane:Helical
EOG092619L1	WD40 repeat
EOG092619M9	Transmembrane:Helical
EOG092619MJ	Sec1-like protein
EOG092619NK	Nucleolar GTP-binding protein 1
EOG092619RJ	Kinetochore protein Ndc80
EOG092619SE	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
EOG092619VG	Transmembrane:Helical
EOG092619WE	Leukotriene A4 hydrolase
EOG09261A2L	Ysw1p
EOG09261A35	Peptidase M24, methionine aminopeptidase
EOG09261A3I	NADPH-cytochrome P450 reductase
EOG09261A3K	AP180 N-terminal homology (ANTH) domain
EOG09261A5G	DNA polymerase beta, N-terminal domain
EOG09261A8D	Transmembrane:Helical
EOG09261ABB	Similarity:Contains myotubularin phosphatase domain.
EOG09261ACJ	Ku70/Ku80 beta-barrel domain
EOG09261ADU	Pyridoxamine kinase/Phosphomethylpyrimidine kinase
EOG09261AEK	Transmembrane:Helical
EOG09261AER	Similarity:Contains 2 LIM zinc-binding domains.
EOG09261AH9	HEAT, type 2
EOG09261AMX	Protein kinase domain
EOG09261AUL	Cytochrome P450
EOG09261AWQ	Transmembrane:Helical
EOG09261AYM	FAD-dependent oxidoreductase 2, FAD binding domain
EOG09261B00	Isocitrate lyase
EOG09261B14	SET domain
EOG09261B18	Vesicle tethering protein Uso1/P115-like , head domain
EOG09261B2Z	Transmembrane:Helical
EOG09261B3Q	WD40 repeat
EOG09261B4D	Similarity:Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family.
EOG09261B6Y	Threonine synthase, N-terminal
EOG09261B7H	Transmembrane:Helical
EOG09261B9E	Zn(2)-C6 fungal-type DNA-binding domain
EOG09261BAT	Similarity:Contains protein kinase domain.
EOG09261BI1	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
EOG09261BJ6	Meiotic sister-chromatid recombination protein 6, mitochondrial
EOG09261BKS	HbrB-like
EOG09261BP0	Similarity:Contains N-acetyltransferase domain.
EOG09261BPJ	Armadillo-type fold
EOG09261BPZ	Dual specificity phosphatase
EOG09261BQ4	DNA repair protein Nse5/Nse6
EOG09261BUY	Transmembrane:Helical
EOG09261C0G	Similarity:Contains F-BAR domain.
EOG09261C0X	Serine/threonine-protein phosphatase
EOG09261C1E	Transmembrane:Helical
EOG09261C73	GroEL-like apical domain
EOG09261CCX	Ssp1p
EOG09261CEG	Histone deacetylase
EOG09261CM0	Helicase, C-terminal
EOG09261CPN	Similarity:Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
EOG09261CQG	Aminoacyl-tRNA synthetase, class II
EOG09261CR4	Arrestin-like, N-terminal
EOG09261CRO	Transmembrane:Helical
EOG09261CWO	Conserved oligomeric Golgi complex, subunit 3
EOG09261CXO	Irc10p
EOG09261CXP	Transmembrane:Helical
EOG09261CXQ	SANT/Myb domain
EOG09261CZD	Similarity:Contains FAD-binding FR-type domain.
EOG09261D3V	WD40 repeat
EOG09261D4D	ATP-grasp fold
EOG09261D7O	Transmembrane:Helical
EOG09261DB5	Zn(2)-C6 fungal-type DNA-binding domain
EOG09261DG0	Myb-like domain
EOG09261DG1	DEAD/DEAH box helicase domain
EOG09261DGU	Glutamate-cysteine ligase catalytic subunit
EOG09261DHR	Aminoacyl-tRNA synthetase, class II
EOG09261DJC	Leucine-rich repeat domain, L domain-like
EOG09261DJH	Pentatricopeptide repeat
EOG09261DL8	Zinc finger, C2H2
EOG09261DM4	Peptidase M18
EOG09261DM6	hypothetical protein
EOG09261DMC	Myo-inositol-1-phosphate synthase
EOG09261DMJ	Transmembrane:Helical
EOG09261DRB	Polyribonucleotide 5'-hydroxyl-kinase Clp1, P-loop domain
EOG09261DTF	Transmembrane:Helical
EOG09261DTT	hypothetical protein
EOG09261DW8	WD40 repeat
EOG09261DY6	Tetratricopeptide-like helical domain
EOG09261DZZ	Kinesin-like protein
EOG09261E1K	Peptidase S10, serine carboxypeptidase
EOG09261E2W	Acetyl-CoA hydrolase/transferase
EOG09261E4F	Similarity:Contains SWIRM domain.
EOG09261EAB	Similarity:Belongs to the GDA1/CD39 NTPase family.
EOG09261EBW	Transmembrane:Helical
EOG09261EGJ	Similarity:Belongs to the peptidase M16 family.
EOG09261EHX	Metallo-dependent phosphatase-like
EOG09261EKS	Protein of unknown function DUF2841
EOG09261EKU	Zinc finger, FYVE/PHD-type
EOG09261EM7	Similarity:Belongs to the DEAD box helicase family.
EOG09261EMF	Histone acetyltransferases subunit 3
EOG09261ETM	Transmembrane:Helical
EOG09261EU7	Protein kinase domain
EOG09261EY9	Pseudouridine synthase, TruD
EOG09261F73	Catalytic Activity:ATP + H(2)O = ADP + phosphate.
EOG09261F9G	Thymidylate kinase
EOG09261FAB	Similarity:Contains 1 F-box domain.
EOG09261FAX	NUC153
EOG09261FGK	Transmembrane:Helical
EOG09261FH7	Transmembrane:Helical
EOG09261FHB	Zinc finger, C2H2
EOG09261FM4	Transmembrane:Helical
EOG09261G1Y	Heat shock protein Hsp90, N-terminal
EOG09261G2X	Transmembrane:Helical
EOG09261G4F	Serine hydroxymethyltransferase
EOG09261G4Z	Transmembrane:Helical
EOG09261G92	Transmembrane:Helical
EOG09261G9H	Fibronectin type III
EOG09261GA3	Pyridoxal phosphate-dependent transferase
EOG09261GB3	Transmembrane:Helical
EOG09261GJS	Amine oxidase
EOG09261GMA	Transmembrane:Helical
EOG09261GOU	Transmembrane:Helical
EOG09261GPK	Dihydroxy-acid dehydratase
EOG09261GU6	Putative stress-responsive protein
EOG09261GVW	protein phosphatase regulator GIP1
EOG09261GYD	Zn(2)-C6 fungal-type DNA-binding domain
EOG09261H19	AT hook, DNA-binding motif
EOG09261H1I	hypothetical protein
EOG09261H5E	tRNA methyltransferase, Trm1
EOG09261H60	WD40 repeat
EOG09261H8K	Alcohol acetyltransferase
EOG09261HB6	Transmembrane:Helical
EOG09261HEO	hypothetical protein
EOG09261HM3	Similarity:Belongs to the TCP-1 chaperonin family.
EOG09261HND	Transmembrane:Helical
EOG09261HNJ	ATPase expression protein 1
EOG09261HNZ	GMP synthase
EOG09261HQU	DNA repair metallo-beta-lactamase
EOG09261HVX	Similarity:Contains 1 F-box domain.
EOG09261HXC	Similarity:Belongs to the class-II aminoacyl-tRNA synthetase family.
EOG09261HZD	Carbohydrate kinase, FGGY, N-terminal
EOG09261I0F	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
EOG09261I1G	MIF4G-like domain
EOG09261I1I	Actin interacting protein 3
EOG09261I8J	Similarity:Contains USP domain.
EOG09261IAC	Pyridoxal phosphate-dependent transferase
EOG09261IBF	Zn(2)-C6 fungal-type DNA-binding domain
EOG09261IBJ	tRNA ligase, kinase, fungi
EOG09261ICI	Phospholipase D, phosphatidylserine synthase type
EOG09261IEH	Vacuolar protein sorting-associated protein 17
EOG09261IEV	NAD(P)-binding domain
EOG09261IFQ	NatC N(alpha)-terminal acetyltransferase, Mak10 subunit
EOG09261IOS	Protein kinase domain
EOG09261ISR	AP endonuclease 1
EOG09261ISV	Mannitol dehydrogenase
EOG09261IW8	WD40 repeat
EOG09261IXT	Rad21/Rec8-like protein, N-terminal
EOG09261IZW	P-loop containing nucleoside triphosphate hydrolase
EOG09261IZZ	DNA mismatch repair MutS
EOG09261J0P	Similarity:Belongs to the chaperonin (HSP60) family.
EOG09261J0W	Transmembrane:Helical
EOG09261J1A	ALIX V-shaped domain
EOG09261J42	Transmembrane:Helical
EOG09261J4C	Carbohydrate kinase, FGGY
EOG09261J7W	Similarity:Contains FAD-binding FR-type domain.
EOG09261JB6	FAD-linked oxidase, C-terminal
EOG09261JCQ	UbiB domain
EOG09261JHR	Transmembrane:Helical
EOG09261JI5	Altered inheritance of mitochondria protein 21
EOG09261JIK	Transmembrane:Helical
EOG09261JK2	Fir1p
EOG09261JR0	Endoplasmic reticulum oxidoreductin 1
EOG09261JR7	Transcription Factor IIF, Rap30/Rap74, interaction
EOG09261JUE	Armadillo
EOG09261JVP	Transmembrane:Helical
EOG09261JVS	Similarity:Contains 2 SH3 domains.
EOG09261JWS	Similarity:Belongs to the DEAD box helicase family.
EOG09261JWX	Signal recognition particle subunit SRP68
EOG09261JZN	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
EOG09261K28	WD40 repeat
EOG09261K5D	WD40/YVTN repeat-like-containing domain
EOG09261K6C	Ady4p
EOG09261K7Y	Similarity:Contains 2 SH3 domains.
EOG09261K81	Similarity:Belongs to the cullin family.
EOG09261K9J	FF domain
EOG09261K9R	Zinc finger, RING-type
EOG09261KHB	Similarity:Belongs to the ATPase alpha/beta chains family.
EOG09261KHK	Transmembrane:Helical
EOG09261KM9	Transmembrane:Helical
