ortho_cluster;name_cluster
EOG09260YKK;Aminoacyl-tRNA synthetase, class II
EOG09260YMF;Catalytic Activity:ATP + H(2)O = ADP + phosphate.
EOG09260YS9;NOT2/NOT3/NOT5
EOG09260YSK;Ubiquitin system component Cue
EOG09260YSR;Protein kinase domain
EOG09260YWZ;Similarity:Contains 1 PH domain.
EOG09260Z3F;Patatin-like phospholipase domain-containing protein
EOG09260Z3H;WD40 repeat
EOG09260Z3X;Pyridoxal phosphate-dependent transferase
EOG09260Z5E;Armadillo-type fold
EOG09260Z70;Sel1-like repeat
EOG09260Z9W;Aminoacyl-tRNA synthetase, class II
EOG09260ZEI;Protein kinase domain
EOG09260ZFC;Similarity:Contains 1 SH3 domain.
EOG09260ZFD;Exocyst complex component EXOC2/Sec5
EOG09260ZG2;Oxoglutarate/iron-dependent dioxygenase
EOG09260ZJ0;Citrate synthase
EOG09260ZLN;Protein kinase domain
EOG09260ZPS;Thiamine pyrophosphate enzyme, central domain
EOG09260ZWT;DNA polymerase family X
EOG09260ZWU;Catalytic Activity:ATP + H(2)O = ADP + phosphate.
EOG09260ZZC;NUDIX hydrolase domain
EOG0926100U;mitochondrial PPR repeat protein Ppr1
EOG0926102Z;Conserved oligomeric Golgi complex, subunit 4
EOG09261031;Ubiquinone biosynthesis hydroxylase UbiH/COQ6
EOG0926103V;Transmembrane:Helical
EOG0926103Z;Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261062;Jacalin-like lectin domain
EOG09261072;SNF2-related, N-terminal domain
EOG0926109W;Transmembrane:Helical
EOG092610KH;Transmembrane:Helical
EOG092610LP;NAD(+) synthetase
EOG092610LQ;Protein kinase domain
EOG092610PN;Leucine-rich repeat
EOG092610QT;RNA polymerase III subunit RPC82-related, helix-turn-helix
EOG092610RE;Endoribonuclease L-PSP/chorismate mutase-like
EOG092610TN;GB1/RHD3-type guanine nucleotide-binding (G) domain
EOG092610VI;Similarity:Contains helicase ATP-binding domain.
EOG092610ZY;Translation elongation factor EFTu/EF1A, domain 2
EOG09261127;ABC transporter ABCE
EOG0926112A;Eukaryotic translation initiation factor 3 subunit A
EOG09261145;Asparagine synthase
EOG0926114A;DDHD domain
EOG0926115P;SNF5/SMARCB1/INI1
EOG0926115V;Rad21/Rec8-like protein, C-terminal
EOG0926116N;Transmembrane:Helical
EOG092611FI;Ulp1 protease family, C-terminal catalytic domain
EOG092611G7;Cysteine-tRNA ligase
EOG092611HB;WD40 repeat
EOG092611O1;Kinesin-like protein
EOG092611Y3;Glycosyl hydrolase, family 13, catalytic domain
EOG09261225;Similarity:Belongs to the ATPase alpha/beta chains family.
EOG0926126H;Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261290;Methylenetetrahydrofolate reductase
EOG0926129I;CDC45 family
EOG092612AK;Vps53-like, N-terminal
EOG092612AM;Centromere protein I
EOG092612CC;Fibronectin type III
EOG092612EC;V-type proton ATPase subunit a
EOG092612F7;Transmembrane:Helical
EOG092612J3;Exocyst complex protein Exo70
EOG092612LP;WD40 repeat
EOG092612MV;RNA polymerase I transcription factor subunit Rrn6 (predicted)
EOG092612MX;WD40 repeat
EOG092612MY;Transmembrane:Helical
EOG092612QT;Transmembrane:Helical
EOG092612SR;Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3
EOG092612XD;CCAAT-binding factor
EOG09261311;Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
EOG0926131E;Lipoyl synthase
EOG09261321;Similarity:Contains helicase ATP-binding domain.
EOG0926132R;Peptidase M20
EOG0926133I;Mitochondrial Rho GTPase
EOG0926137U;Similarity:Contains PI3K/PI4K domain.
EOG092613EF;Neurochondrin
EOG092613HT;PAP/25A-associated
EOG092613L3;ATPase, AAA-type, core
EOG092613NA;Heat shock protein 70 family
EOG092613QA;Transcription factor TFIIB
EOG092613R2;Mitochondrial escape protein 2
EOG092613S3;Tetratricopeptide repeat
EOG092613UB;Winged helix-turn-helix DNA-binding domain
EOG092613W6;SANT/Myb domain
EOG092613WI;AICAR transformylase domain
EOG092613ZX;Thiamine pyrophosphate enzyme, central domain
EOG09261404;Similarity:Contains 3 SH3 domains.
EOG0926140N;Transmembrane:Helical
EOG0926140Q;EF-hand domain
EOG0926142H;Translation initiation factor, beta propellor-like domain
EOG0926142Y;Chs5p-Arf1p binding
EOG09261468;Six-hairpin glycosidase-like
EOG0926146A;Transmembrane:Helical
EOG09261476;Bromodomain
EOG0926147L;Endo-1,3(4)-beta-glucanase
EOG0926149N;Pep5-like zinc finger protein C16A10.03c
EOG092614AQ;Chloride channel protein
EOG092614DJ;tRNA (uracil-O(2)-)-methyltransferase
EOG092614E6;Similarity:Belongs to the ABC transporter superfamily.
EOG092614IW;RNA methyltransferase TrmA, active site
EOG092614JH;FAD/NAD(P)-binding domain
EOG092614MA;WD40 repeat
EOG092614O9;Helicase, C-terminal
EOG092614QM;Transmembrane:Helical
EOG092614UB;WD40 repeat
EOG092614UE;Zinc finger, RING/FYVE/PHD-type
EOG092614W1;Protein kinase-like domain
EOG092614YH;SMI1/KNR4-like domain
EOG092614ZG;Zinc finger, RING/FYVE/PHD-type
EOG0926151E;WD40/YVTN repeat-like-containing domain
EOG0926157K;WD40 repeat
EOG0926158N;Protein kinase domain
EOG0926158Y;3'-5' exonuclease domain
EOG092615CC;Transmembrane:Helical
EOG092615D7;Transmembrane:Helical
EOG092615GW;Transmembrane:Helical
EOG092615IE;Ribosomal protein S5 domain 2-type fold
EOG092615IF;Heat shock protein 9/12
EOG092615KE;Nitrogen permease regulator 3
EOG092615LC;Ribonuclease H-like domain
EOG092615MR;Similarity:Contains 1 F-box domain.
EOG092615OP;Zinc finger, HIT-type
EOG092615SH;Phosphatidylinositol-4-phosphate 5-kinase
EOG092615SL;Rab-GTPase-TBC domain
EOG092615SM;Ribosome biogenesis protein BMS1/TSR1, C-terminal
EOG092615TV;Similarity:Contains 1 F-box domain.
EOG092615Y4;Transmembrane:Helical
EOG09261635;Aminoacyl-tRNA synthetase, class Ia
EOG09261660;RNA polymerase I specific transcription initiation factor RRN3
EOG09261666;Biotin--acetyl-CoA-carboxylase ligase
EOG0926166C;Malic enzyme
EOG0926169E;U3 small nucleolar RNA-associated protein 8
EOG092616A8;Similarity:Contains 2 ANK repeats.
EOG092616E1;Rho GTPase activation protein
EOG092616I0;Tetratricopeptide repeat
EOG092616IW;Transmembrane:Helical
EOG092616NU;Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG092616QN;Eukaryotic translation initiation factor 3 subunit C
EOG092616VO;Mu homology domain
EOG092616WH;Winged helix-turn-helix DNA-binding domain
EOG092616WP;Succinate dehydrogenase, flavoprotein subunit
EOG092616YZ;Heat shock protein 70 family
EOG09261727;Zinc finger, RING-type
EOG0926177F;Tetratricopeptide-like helical domain
EOG092617AN;Ribosome biogenesis protein BMS1/TSR1, C-terminal
EOG092617HW;Transmembrane:Helical
EOG092617N4;JAB1/MPN/MOV34 metalloenzyme domain
EOG092617P9;Pyridoxal phosphate-dependent transferase
EOG092617QE;Similarity:Contains JmjC domain.
EOG092617RN;Heat shock protein 70 family
EOG092617RY;Ku70
EOG092617S2;AAA+ ATPase domain
EOG092617TQ;Armadillo-like helical
EOG092617VR;DNA ligase, ATP-dependent
EOG092617XV;AP complex subunit beta
EOG092617XZ;Transmembrane:Helical
EOG092617Z7;Similarity:Contains ARID domain.
EOG092617ZA;Protein kinase domain
EOG092617ZO;tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EOG092617ZV;Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261801;DNA polymerase, Y-family, little finger domain
EOG0926180G;5'-Nucleotidase/apyrase
EOG0926181J;2-isopropylmalate synthase
EOG0926182Y;Heat shock protein 70 family
EOG0926184M;transcription factor (predicted)
EOG09261898;Metallo-beta-lactamase
EOG092618BZ;Similarity:Contains 2 LIM zinc-binding domains.
EOG092618DY;Ribosomal protein S5 domain 2-type fold
EOG092618J9;Uncharacterised protein family UPF0061
EOG092618M2;Zinc finger, PHD-type
EOG092618SX;Aldehyde dehydrogenase domain
EOG092618UZ;Zinc finger, Mcm10/DnaG-type
EOG092618ZP;Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
EOG0926195C;Glucosidase 2 subunit beta
EOG092619BO;Helicase, C-terminal
EOG092619EA;Electron transfer flavoprotein-ubiquinone oxidoreductase
EOG092619GP;Transmembrane:Helical
EOG092619HA;Domain of unknown function DUF1741
EOG092619L1;WD40 repeat
EOG092619M9;Transmembrane:Helical
EOG092619MJ;Sec1-like protein
EOG092619NK;Nucleolar GTP-binding protein 1
EOG092619RJ;Kinetochore protein Ndc80
EOG092619VG;Transmembrane:Helical
EOG092619WE;Leukotriene A4 hydrolase
EOG09261A35;Peptidase M24, methionine aminopeptidase
EOG09261A3I;NADPH-cytochrome P450 reductase
EOG09261A3K;AP180 N-terminal homology (ANTH) domain
EOG09261A5G;DNA polymerase beta, N-terminal domain
EOG09261A6N;Peptidase T2, asparaginase 2
EOG09261A8D;Transmembrane:Helical
EOG09261AB8;Similarity:Contains FAD-binding FR-type domain.
EOG09261ABB;Similarity:Contains myotubularin phosphatase domain.
EOG09261ACJ;Ku70/Ku80 beta-barrel domain
EOG09261ADU;Pyridoxamine kinase/Phosphomethylpyrimidine kinase
EOG09261AEK;Transmembrane:Helical
EOG09261AH9;HEAT, type 2
EOG09261ALI;Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261AMX;Protein kinase domain
EOG09261AMY;Rad9/Ddc1
EOG09261AYM;FAD-dependent oxidoreductase 2, FAD binding domain
EOG09261AYV;Transmembrane:Helical
EOG09261B14;SET domain
EOG09261B18;Vesicle tethering protein Uso1/P115-like , head domain
EOG09261B2Z;Transmembrane:Helical
EOG09261B3Q;WD40 repeat
EOG09261B4D;Similarity:Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family.
EOG09261B6Y;Threonine synthase, N-terminal
EOG09261B7H;Transmembrane:Helical
EOG09261BAT;Similarity:Contains protein kinase domain.
EOG09261BI1;Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
EOG09261BP0;Similarity:Contains N-acetyltransferase domain.
EOG09261BPJ;Armadillo-type fold
EOG09261BPZ;Dual specificity phosphatase
EOG09261C0G;Similarity:Contains F-BAR domain.
EOG09261C0X;Serine/threonine-protein phosphatase
EOG09261C1E;Transmembrane:Helical
EOG09261C3E;Transmembrane:Helical
EOG09261C3J;Histidine phosphatase superfamily
EOG09261CEG;Histone deacetylase
EOG09261CM0;Helicase, C-terminal
EOG09261CQG;Aminoacyl-tRNA synthetase, class II
EOG09261CRO;Transmembrane:Helical
EOG09261CWO;Conserved oligomeric Golgi complex, subunit 3
EOG09261CXQ;SANT/Myb domain
EOG09261CY2;SprT-like
EOG09261D30;Pumilio domain-containing protein C56F2.08c
EOG09261D3V;WD40 repeat
EOG09261D4D;ATP-grasp fold
EOG09261D9K;Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261DG0;Myb-like domain
EOG09261DGU;Glutamate-cysteine ligase catalytic subunit
EOG09261DH2;Ubiquitin specific protease domain
EOG09261DHR;Aminoacyl-tRNA synthetase, class II
EOG09261DJC;Leucine-rich repeat domain, L domain-like
EOG09261DM4;Peptidase M18
EOG09261DN4;Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261DN6;sequence orphan
EOG09261DRB;Polyribonucleotide 5'-hydroxyl-kinase Clp1, P-loop domain
EOG09261DW8;WD40 repeat
EOG09261DY6;Tetratricopeptide-like helical domain
EOG09261DZZ;Kinesin-like protein
EOG09261E1K;Peptidase S10, serine carboxypeptidase
EOG09261E2W;Acetyl-CoA hydrolase/transferase
EOG09261E4F;Similarity:Contains SWIRM domain.
EOG09261E67;Caffeine-induced protein 16
EOG09261EAB;Similarity:Belongs to the GDA1/CD39 NTPase family.
EOG09261EGJ;Similarity:Belongs to the peptidase M16 family.
EOG09261EKU;Zinc finger, FYVE/PHD-type
EOG09261EM7;Similarity:Belongs to the DEAD box helicase family.
EOG09261EMF;Histone acetyltransferases subunit 3
EOG09261ETM;Transmembrane:Helical
EOG09261EU7;Protein kinase domain
EOG09261EY9;Pseudouridine synthase, TruD
EOG09261F2P;telomere maintenance protein Ccq1
EOG09261F73;Catalytic Activity:ATP + H(2)O = ADP + phosphate.
EOG09261F9G;Thymidylate kinase
EOG09261FAB;Similarity:Contains 1 F-box domain.
EOG09261FAX;NUC153
EOG09261FH7;Transmembrane:Helical
EOG09261FH8;Transcription factor IIIC, 90kDa subunit, N-terminal
EOG09261FHB;Zinc finger, C2H2
EOG09261FM4;Transmembrane:Helical
EOG09261G1Y;Heat shock protein Hsp90, N-terminal
EOG09261G2B;WD40 repeat
EOG09261G4F;Serine hydroxymethyltransferase
EOG09261G4Z;Transmembrane:Helical
EOG09261G6J;Similarity:Contains USP domain.
EOG09261G7Z;Similarity:Contains 1 SET domain.
EOG09261G92;Transmembrane:Helical
EOG09261GB3;Transmembrane:Helical
EOG09261GHV;Similarity:Contains 3 LIM zinc-binding domains.
EOG09261GMA;Transmembrane:Helical
EOG09261GMO;Cep57 centrosome microtubule-binding domain
EOG09261GOU;Transmembrane:Helical
EOG09261GPK;Dihydroxy-acid dehydratase
EOG09261GQU;Glycosyl hydrolase, family 13, catalytic domain
EOG09261GU6;Putative stress-responsive protein
EOG09261GYD;Zn(2)-C6 fungal-type DNA-binding domain
EOG09261H5E;tRNA methyltransferase, Trm1
EOG09261HB6;Transmembrane:Helical
EOG09261HJX;Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261HM3;Similarity:Belongs to the TCP-1 chaperonin family.
EOG09261HN4;Guanine nucleotide exchange factor, Ric8
EOG09261HND;Transmembrane:Helical
EOG09261HNZ;GMP synthase
EOG09261HQP;Protein kinase domain
EOG09261HQU;DNA repair metallo-beta-lactamase
EOG09261HS9;Meiotically up-regulated gene 4 protein
EOG09261HT5;Active Site:Charge relay system
EOG09261HTI;Transmembrane:Helical
EOG09261HXC;Similarity:Belongs to the class-II aminoacyl-tRNA synthetase family.
EOG09261HXU;WD40/YVTN repeat-like-containing domain
EOG09261HZD;Carbohydrate kinase, FGGY, N-terminal
EOG09261I0F;tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
EOG09261I1G;MIF4G-like domain
EOG09261I1I;Actin interacting protein 3
EOG09261I6K;Copper amine oxidase
EOG09261I8J;Similarity:Contains USP domain.
EOG09261IAC;Pyridoxal phosphate-dependent transferase
EOG09261IBF;Zn(2)-C6 fungal-type DNA-binding domain
EOG09261IBJ;tRNA ligase, kinase, fungi
EOG09261ICI;Phospholipase D, phosphatidylserine synthase type
EOG09261IEH;Vacuolar protein sorting-associated protein 17
EOG09261IEV;NAD(P)-binding domain
EOG09261IFQ;NatC N(alpha)-terminal acetyltransferase, Mak10 subunit
EOG09261IMS;Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261IOS;Protein kinase domain
EOG09261IQP;meiotic recombination protein Rec10
EOG09261ISR;AP endonuclease 1
EOG09261J0H;Isocitrate lyase
EOG09261J0P;Similarity:Belongs to the chaperonin (HSP60) family.
EOG09261J0W;Transmembrane:Helical
EOG09261J1A;ALIX V-shaped domain
EOG09261J42;Transmembrane:Helical
EOG09261JCQ;UbiB domain
EOG09261JF2;Zinc finger, RING-type
EOG09261JN7;Transmembrane:Helical
EOG09261JQN;Six-hairpin glycosidase
EOG09261JR0;Endoplasmic reticulum oxidoreductin 1
EOG09261JUE;Armadillo
EOG09261JVS;Similarity:Contains 2 SH3 domains.
EOG09261JWS;Similarity:Belongs to the DEAD box helicase family.
EOG09261JWX;Signal recognition particle subunit SRP68
EOG09261JZN;ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
EOG09261K09;Inositol-pentakisphosphate 2-kinase
EOG09261K28;WD40 repeat
EOG09261K7Y;Similarity:Contains 2 SH3 domains.
EOG09261K81;Similarity:Belongs to the cullin family.
EOG09261K9J;FF domain
EOG09261KA0;sequence orphan
EOG09261KBF;Leucine-rich repeat domain, L domain-like
EOG09261KHB;Similarity:Belongs to the ATPase alpha/beta chains family.
EOG09261KM9;Transmembrane:Helical
EOG09261KOB;Phosphatidylinositol 3-/4-kinase, catalytic domain
EOG09261KOP;Aldehyde dehydrogenase domain
EOG09261KOX;Transmembrane:Helical
EOG09261KPW;WD40 repeat
EOG09261KQ3;Elongation factor G, III-V domain
EOG09261KQ6;NAD kinase/diacylglycerol kinase-like domain
EOG09261KRX;PPM-type phosphatase domain
EOG09261KUY;GTP cyclohydrolase II
EOG09261KXP;SANT/Myb domain
EOG09261KYB;Zinc finger, C2H2
EOG09261KZ6;Similarity:Contains VHS domain.
EOG09261L2H;Vacuolar import/degradation protein Vid24
EOG09261L4M;Pescadillo
EOG09261L7P;Thioredoxin domain
EOG09261LDI;Transmembrane:Helical
EOG09261LEU;Transmembrane:Helical
EOG09261LPY;WD40 repeat
EOG09261LV7;Sec1-like protein
EOG09261LWN;Zinc finger, PHD-type
EOG09261LWU;DnaJ domain
EOG09261LXP;Cytochrome P450
EOG09261LXS;Cytochrome P450
EOG09261M4S;Transmembrane:Helical
EOG09261M50;Similarity:Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
EOG09261M68;Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09261M78;Tetratricopeptide repeat
EOG09261M97;Six-hairpin glycosidase
EOG09261MDT;Similarity:Contains 1 F-box domain.
EOG09261MDX;PWI domain
EOG09261MG9;Protein phosphatase PP2A regulatory subunit B
EOG09261MHA;Transmembrane:Helical
EOG09261MKZ;Zinc finger, GATA-type
EOG09261MMR;WD40 repeat
EOG09261MMX;Similarity:Contains VHS domain.
EOG09261MOX;Zinc finger, RING-type
EOG09261MPU;Similarity:Belongs to the DEAD box helicase family.
EOG09261MTN;WD40 repeat
EOG09261N04;TLDc domain
EOG09261N20;DML1/Misato, tubulin domain
EOG09261N2L;tRNA A64-2'-O-ribosylphosphate transferase
EOG09261N3M;Armadillo-type fold
EOG09261N64;Glucose-6-phosphate dehydrogenase
EOG09261NA6;WD40/YVTN repeat-like-containing domain
EOG09261NHZ;DhaL domain
EOG09261NLR;Pyridoxal phosphate-dependent transferase
EOG09261NLY;Histidine biosynthesis
EOG09261NST;HAD-superfamily hydrolase, subfamily IIA
EOG09261NVW;RNA recognition motif domain
EOG09261NW2;DNA replication factor RFC1, C-terminal
EOG09261O15;Similarity:Contains 1 SET domain.
EOG09261O1T;Tetratricopeptide repeat
EOG09261O4Y;Threonine deaminase
EOG09261O75;Similarity:Belongs to the DEAD box helicase family.
EOG09261O7R;Similarity:Contains CTLH domain.
EOG09261OAU;WD40 repeat
EOG09261OE6;WD40 repeat
EOG09261OEA;Chloride channel, voltage gated
EOG09261OHA;Aspartokinase
EOG09261OI4;Transmembrane:Helical
EOG09261OIA;Translation protein, beta-barrel domain
EOG09261OIF;Peptidase M20
EOG09261OJ5;DAHP synthetase, class II
EOG09261OJV;UBA domain-containing protein 6
EOG09261OKK;Mitochondrial splicing suppressor 51, zinc-finger
EOG09261OLD;Indole-3-glycerol phosphate synthase
EOG09261ONU;P-loop containing nucleoside triphosphate hydrolase
EOG09261OSU;Importin subunit alpha
EOG09261OXD;Transmembrane:Helical
EOG09261OXV;Clustered mitochondria protein
EOG09261OZA;Zinc finger, PHD-type
EOG09261P1L;Rab-GTPase-TBC domain
EOG09261P3J;Transmembrane:Helical
EOG09261P7G;Iron hydrogenase
EOG09261PAE;Transmembrane:Helical
EOG09261PG0;Similarity:Contains 1 F-box domain.
EOG09261PJZ;DNA recombination/repair protein Rad52
EOG09261PNZ;Phox homologous domain
EOG09261PQ5;Similarity:Contains HECT (E6AP-type E3 ubiquitin-protein ligase) domain.
EOG09261PR7;WD40 repeat
EOG09261PUF;Translation elongation factor EFTu/EF1A, C-terminal
EOG09261PWY;Similarity:Belongs to the TCP-1 chaperonin family.
EOG09261Q18;Aminoacyl-tRNA synthetase, class II
EOG09261Q2D;Aminoacyl-tRNA synthetase, class II
EOG09261Q5L;Protein kinase domain
EOG09261QE9;T-complex protein 1 subunit alpha
EOG09261QG4;Forkhead-associated (FHA) domain
EOG09261QR3;Ribosomal protein S5 domain 2-type fold
EOG09261QR5;Flavoprotein pyridine nucleotide cytochrome reductase
EOG09261QR8;Transcription factor TFIIH subunit p52/Tfb2
EOG09261QXC;Pyruvate kinase
EOG09261QYO;Oxysterol-binding protein
EOG09261R1W;Similarity:Contains N-terminal Ras-GEF domain.
EOG09261R41;Amidase
EOG09261R4C;Bromodomain
EOG09261R4D;Ubiquitin system component Cue
EOG09261R9R;LIM-domain binding protein/SEUSS
EOG09261RC4;Transmembrane:Helical
EOG09261RFF;Tetratricopeptide repeat
EOG09261RI7;WD40 repeat
EOG09261RNC;Origin recognition complex, subunit 5
EOG09261RU1;Phenylalanyl-tRNA synthetase, class IIc, alpha subunit
EOG09261RVB;Active Site:Nucleophile
EOG09261RVV;Peptidase M17, leucyl aminopeptidase, C-terminal
EOG09261RWJ;Glucose-6-phosphate isomerase
EOG09261RWU;Transmembrane:Helical
EOG09261S0S;Mitochondrial distribution and morphology protein 34
EOG09261S2J;Transmembrane:Helical
EOG09261S7X;Transmembrane:Helical
EOG09261S9J;Similarity:Contains PPM-type phosphatase domain.
EOG09261SC0;Similarity:Belongs to the DEAD box helicase family.
EOG09261SIC;Similarity:Belongs to the tRNA nucleotidyltransferase/poly(A) polymerase family.
EOG09261SLR;Similarity:Contains 1 Rieske domain.
EOG09261SS1;Myristoyl-CoA:protein N-myristoyltransferase
EOG09261T3K;Transmembrane:Helical
EOG09261T6U;Inosine-5'-monophosphate dehydrogenase
EOG09261T74;ATPase, F1 complex beta subunit/V1 complex, C-terminal
EOG09261T98;Protein phosphatase 2A, regulatory B subunit, B56
EOG09261TBT;Citrate synthase
EOG09261TD0;DEAD/DEAH box helicase domain
EOG09261TEQ;Tetratricopeptide repeat
EOG09261TI0;PPM-type phosphatase domain
EOG09261TIY;RNA recognition motif domain
EOG09261TJT;Similarity:Contains Nop domain.
EOG09261TPN;Translation elongation factor EFTu/EF1A, domain 2
EOG09261TTN;Nucleolar GTP-binding protein 2
EOG09261TVG;Alkaline phosphatase
