id_Uniprot;id_NCBI;protein_recommended_name;id_pfam
ABCB6_MOUSE;74104;ATP-binding cassette sub-family B member 6, mitochondrial;PF00664|PF00005|PF16185
ABCB7_HUMAN;22;ATP-binding cassette sub-family B member 7, mitochondrial;PF00664|PF00005
ABCB7_MOUSE;11306;ATP-binding cassette sub-family B member 7, mitochondrial;PF00664|PF00005
ABCB8_DANRE;548340;ATP-binding cassette sub-family B member 8, mitochondrial;PF00664|PF00005
ABCB8_HUMAN;11194;ATP-binding cassette sub-family B member 8, mitochondrial;PF00664|PF00005
ABCB8_MOUSE;74610;ATP-binding cassette sub-family B member 8, mitochondrial;PF00664|PF00005
ABCB9_HUMAN;23457;ATP-binding cassette sub-family B member 9;PF00664|PF00005
ABCB9_MOUSE;56325;ATP-binding cassette sub-family B member 9;PF00664|PF00005
ABCBA_HUMAN;23456;ATP-binding cassette sub-family B member 10, mitochondrial;PF00664|PF00005
ABCBA_MOUSE;56199;ATP-binding cassette sub-family B member 10, mitochondrial;PF00664|PF00005
ABCBB_HUMAN;8647;Bile salt export pump;PF00664|PF00005
ABCBB_MOUSE;27413;Bile salt export pump;PF00664|PF00005
ABCC8_HUMAN;6833;ATP-binding cassette sub-family C member 8;PF00664|PF00005
ABCC9_HUMAN;10060;ATP-binding cassette sub-family C member 9;PF00664|PF00005
ABCC9_MOUSE;20928;ATP-binding cassette sub-family C member 9;PF00664|PF00005
ABCCB_HUMAN;85320;ATP-binding cassette sub-family C member 11;PF00664|PF00005
ABCD1_HUMAN;215;ATP-binding cassette sub-family D member 1;PF06472|PF00005
ABCD1_MOUSE;11666;ATP-binding cassette sub-family D member 1;PF06472|PF00005
ABCD2_HUMAN;225;ATP-binding cassette sub-family D member 2;PF06472|PF00005
ABCD2_MOUSE;26874;ATP-binding cassette sub-family D member 2;PF06472|PF00005
ABCD3_HUMAN;5825;ATP-binding cassette sub-family D member 3;PF06472|PF00005
ABCD3_MOUSE;19299;ATP-binding cassette sub-family D member 3;PF06472|PF00005
ABCD4_HUMAN;5826;ATP-binding cassette sub-family D member 4;PF06472|PF00005
ABCD4_MOUSE;19300;ATP-binding cassette sub-family D member 4;PF06472|PF00005
ABCE1_HUMAN;6059;ATP-binding cassette sub-family E member 1;PF00005|PF00037|PF04068
ABCE1_MOUSE;24015;ATP-binding cassette sub-family E member 1;PF00005|PF00037|PF04068
ABCF1_HUMAN;23;ATP-binding cassette sub-family F member 1;PF00005|PF12848
ABCF1_MOUSE;224742;ATP-binding cassette sub-family F member 1;PF00005|PF12848
ABCF2_HUMAN;10061;ATP-binding cassette sub-family F member 2;PF00005|PF12848
ABCF2_MOUSE;27407;ATP-binding cassette sub-family F member 2;PF00005|PF12848
ABCF3_HUMAN;55324;ATP-binding cassette sub-family F member 3;PF00005|PF12848
ABCF3_MOUSE;27406;ATP-binding cassette sub-family F member 3;PF00005|PF12848
ABCG1_HUMAN;9619;ATP-binding cassette sub-family G member 1;PF01061|PF00005
ABCG1_MOUSE;11307;ATP-binding cassette sub-family G member 1;PF01061|PF00005
ABCG2_HUMAN;9429;ATP-binding cassette sub-family G member 2;PF01061|PF00005
ABCG2_MOUSE;26357;ATP-binding cassette sub-family G member 2;PF01061|PF00005
ABCG3_MOUSE;27405;ATP-binding cassette sub-family G member 3;PF01061|PF00005
ABCG4_HUMAN;64137;ATP-binding cassette sub-family G member 4;PF01061|PF00005
ABCG5_HUMAN;64240;ATP-binding cassette sub-family G member 5;PF01061|PF00005
ABCG5_MOUSE;27409;ATP-binding cassette sub-family G member 5;PF01061|PF00005
ABCG8_HUMAN;64241;ATP-binding cassette sub-family G member 8;PF01061|PF00005
ABCG8_MOUSE;67470;ATP-binding cassette sub-family G member 8;PF01061|PF00005
ABCI_SCHPO;2540411;Protein ABC1 homolog, mitochondrial;PF03109
ABD12_DANRE;767657;Monoacylglycerol lipase ABHD12;PF00561
ABD12_HUMAN;26090;Monoacylglycerol lipase ABHD12;PF12146
ABD12_MOUSE;76192;Monoacylglycerol lipase ABHD12;PF12146
ABD18_MOUSE;269423;Protein ABHD18;PF09752
ABDA_DROME;42037;Homeobox protein abdominal-A;PF12407|PF00046
ABDB_DROME;47763;Homeobox protein abdominal-B;PF00046
ABDH3_CAEEL;180450;Protein abhd-3.2;PF00561
ABEC1_HUMAN;339;C->U-editing enzyme APOBEC-1;PF08210
ABEC1_MOUSE;11810;C->U-editing enzyme APOBEC-1;PF08210
ABEC2_HUMAN;10930;C->U-editing enzyme APOBEC-2;PF08210
ABEC2_MOUSE;11811;C->U-editing enzyme APOBEC-2;PF08210
ABEC4_HUMAN;403314;Putative C->U-editing enzyme APOBEC-4;PF08210
ABF1_CAEEL;266827;Antibacterial factor-related peptide 1;PF16839
ABF2_CAEEL;266826;Antibacterial factor-related peptide 2;PF16839
ABH15_HUMAN;116236;Protein ABHD15;PF12146
ABH2A_DANRE;393888;Monoacylglycerol lipase ABHD2-A;PF00561
ABH2B_DANRE;559290;Monoacylglycerol lipase ABHD2-B;PF00561
ABHD1_HUMAN;84696;Protein ABHD1;PF00561
ABHD1_MOUSE;57742;Protein ABHD1;PF00561
ABHD2_DROME;33532;Abhydrolase domain-containing protein 2;PF00561
ABHD2_HUMAN;11057;Monoacylglycerol lipase ABHD2;PF00561
ABHD2_MOUSE;54608;Monoacylglycerol lipase ABHD2;PF00561
ABHD3_HUMAN;171586;Phospholipase ABHD3;PF00561
ABHD3_MOUSE;106861;Phospholipase ABHD3;PF00561
ABHD4_HUMAN;63874;Protein ABHD4;PF00561
ABHD4_MOUSE;105501;Protein ABHD4;PF00561
ABHD5_HUMAN;51099;1-acylglycerol-3-phosphate O-acyltransferase ABHD5;PF00561
ABHD5_MOUSE;67469;1-acylglycerol-3-phosphate O-acyltransferase ABHD5;PF00561
ABHD6_HUMAN;57406;Monoacylglycerol lipase ABHD6;PF00561
ABHD6_MOUSE;66082;Monoacylglycerol lipase ABHD6;PF12697
ABHD8_HUMAN;79575;Protein ABHD8;PF00561
ABHD8_MOUSE;64296;Protein ABHD8;PF00561
ABHDA_HUMAN;55347;Mycophenolic acid acyl-glucuronide esterase, mitochondrial;PF00561
ABHDA_MOUSE;213012;Mycophenolic acid acyl-glucuronide esterase, mitochondrial;PF00561
ABHDB_DANRE;446169;Protein ABHD11;PF00561
ABHDB_HUMAN;83451;Protein ABHD11;PF12697
ABHDB_MOUSE;68758;Protein ABHD11;PF12697
ABHDD_DANRE;561333;Protein ABHD13;PF12146
ABHDD_HUMAN;84945;Protein ABHD13;PF12146
ABHDD_MOUSE;68904;Protein ABHD13;PF12146
ABHEA_DANRE;404598;Protein ABHD14A;PF12697
ABHEA_HUMAN;25864;Protein ABHD14A;PF12697
ABHEB_HUMAN;84836;Protein ABHD14B;PF12697
ABHGA_HUMAN;7920;Protein ABHD16A;PF00561
ABHGA_MOUSE;193742;Protein ABHD16A;PF00561
ABHGB_HUMAN;140701;Protein ABHD16B;PF00561
ABHGB_MOUSE;241850;Protein ABHD16B;PF00561
ABI1_HUMAN;10006;Abl interactor 1;PF07815|PF00018
ABI1_MOUSE;11308;Abl interactor 1;PF07815|PF00018
ABI2_HUMAN;10152;Abl interactor 2;PF07815|PF14604
ABI2_MOUSE;329165;Abl interactor 2;PF07815|PF14604
ABI3_HUMAN;51225;ABI gene family member 3;PF07815|PF14604
ABI3_MOUSE;66610;ABI gene family member 3;PF07815|PF14604
ABL1_CAEEL;181261;Tyrosine-protein kinase abl-1;PF08919|PF07714|PF00017|PF00018
ABL1_HUMAN;25;Tyrosine-protein kinase ABL1;PF08919|PF07714|PF00017|PF00018
ABL1_MOUSE;11350;Tyrosine-protein kinase ABL1;PF08919|PF07714|PF00017|PF00018
ABL2_HUMAN;27;Abelson tyrosine-protein kinase 2;PF08919|PF07714|PF00017|PF00018
ABLM1_HUMAN;3983;Actin-binding LIM protein 1;PF16182|PF00412|PF02209
ABLM1_MOUSE;226251;Actin-binding LIM protein 1;PF16182|PF00412|PF02209
ABLM2_HUMAN;84448;Actin-binding LIM protein 2;PF16182|PF00412|PF02209
ABLM2_MOUSE;231148;Actin-binding LIM protein 2;PF16182|PF00412|PF02209
ABLM3_HUMAN;22885;Actin-binding LIM protein 3;PF16182|PF00412|PF02209
ABLM3_MOUSE;319713;Actin-binding LIM protein 3;PF16182|PF00412|PF02209
ABL_DROME;45821;Tyrosine-protein kinase Abl;PF08919|PF07714|PF00017|PF00018
ABP1_SCHPO;2539971;ARS-binding protein 1;PF03184|PF03221
ABP1_TOBAC;107831537;Auxin-binding protein T85;PF02041
ABP2_SCHPO;2539827;ARS-binding protein 2;PF09441
ABRAL_DANRE;336650;Costars family protein ABRACL;PF14705
ABRAL_HUMAN;58527;Costars family protein ABRACL;PF14705
ABRAL_MOUSE;73112;Costars family protein ABRACL;PF14705
ABRA_HUMAN;137735;Actin-binding Rho-activating protein;PF14705
ABRA_MOUSE;223513;Actin-binding Rho-activating protein;PF14705
ABRU_DROME;34560;Protein abrupt;PF00651
ABR_HUMAN;29;Active breakpoint cluster region-related protein;PF00168|PF00169|PF00620|PF00621
ABR_MOUSE;109934;Active breakpoint cluster region-related protein;PF00168|PF00169|PF00620|PF00621
ABTB1_HUMAN;80325;Ankyrin repeat and BTB/POZ domain-containing protein 1;PF12796|PF00651
ABTB1_MOUSE;80283;Ankyrin repeat and BTB/POZ domain-containing protein 1;PF12796|PF00651
ABTB2_HUMAN;25841;Ankyrin repeat and BTB/POZ domain-containing protein 2;PF12796|PF00651
ABTB2_MOUSE;99382;Ankyrin repeat and BTB/POZ domain-containing protein 2;PF12796|PF00651
ACACA_HUMAN;31;Biotin carboxylase;PF08326|PF02785|PF00289|PF00364|PF01039|PF02786
ACACA_MOUSE;107476;Biotin carboxylase;PF08326|PF02785|PF00289|PF00364|PF01039|PF02786
ACACB_HUMAN;32;Biotin carboxylase;PF08326|PF02785|PF00289|PF00364|PF01039|PF02786
ACACB_MOUSE;100705;Biotin carboxylase;PF08326|PF02785|PF00289|PF00364|PF01039|PF02786
ACAC_SCHPO;2543344;Biotin carboxylase;PF08326|PF02785|PF00289|PF00364|PF01039|PF02786
ACAD8_HUMAN;27034;Isobutyryl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACAD8_MOUSE;66948;Isobutyryl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACAD9_HUMAN;28976;Acyl-CoA dehydrogenase family member 9, mitochondrial;PF00441|PF02770|PF02771
ACAD9_MOUSE;229211;Acyl-CoA dehydrogenase family member 9, mitochondrial;PF00441|PF02770|PF02771
ACADL_HUMAN;33;Long-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADL_MOUSE;11363;Long-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADM_CAEEL;24104866;Probable medium-chain specific acyl-CoA dehydrogenase 10, mitochondrial;PF00441|PF02770|PF02771
ACADM_DROME;38864;Probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADM_HUMAN;34;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADM_MOUSE;11364;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADS_HUMAN;35;Short-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADS_MOUSE;11409;Short-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADV_HUMAN;37;Very long-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADV_MOUSE;11370;Very long-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACAP1_HUMAN;9744;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1;PF12796|PF01412|PF00169
ACAP1_MOUSE;216859;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1;PF12796|PF01412|PF00169
ACAP2_HUMAN;23527;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2;PF12796|PF01412|PF00169
ACAP2_MOUSE;78618;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2;PF12796|PF01412|PF00169
ACAP3_HUMAN;116983;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3;PF01412|PF00169
ACASE_CAEEL;189124;Alkaline ceramidase;PF05875
ACASE_DROME;250736;Alkaline ceramidase;PF05875
ACATN_HUMAN;9197;Acetyl-coenzyme A transporter 1;PF13000
ACATN_MOUSE;11416;Acetyl-coenzyme A transporter 1;PF13000
ACB5A_DANRE;553674;Acyl-CoA-binding domain-containing protein 5A;PF00887
ACB5B_DANRE;100004736;Acyl-CoA-binding domain-containing protein 5-B;PF00887
ACBD4_HUMAN;79777;Acyl-CoA-binding domain-containing protein 4;PF00887
ACBD5_HUMAN;91452;Acyl-CoA-binding domain-containing protein 5;PF00887
ACBD5_MOUSE;74159;Acyl-CoA-binding domain-containing protein 5;PF00887
ACBD6_DANRE;324090;Acyl-CoA-binding domain-containing protein 6;PF00887|PF12796
ACBD6_HUMAN;84320;Acyl-CoA-binding domain-containing protein 6;PF00887|PF12796
ACBD6_MOUSE;72482;Acyl-CoA-binding domain-containing protein 6;PF00887|PF12796
ACBD7_HUMAN;414149;Acyl-CoA-binding domain-containing protein 7;PF00887
ACBD7_MOUSE;78245;Acyl-CoA-binding domain-containing protein 7;PF00887
ACBG1_HUMAN;23205;Long-chain-fatty-acid--CoA ligase ACSBG1;PF00501
ACBG1_MOUSE;94180;Long-chain-fatty-acid--CoA ligase ACSBG1;PF00501
ACBG2_HUMAN;81616;Long-chain-fatty-acid--CoA ligase ACSBG2;PF00501
ACBG2_MOUSE;328845;Long-chain-fatty-acid--CoA ligase ACSBG2;PF00501
ACBP1_CAEEL;172071;Acyl-CoA-binding protein homolog 1;PF00887
ACBP3_CAEEL;181281;Acyl-CoA-binding protein homolog 3;PF00887
ACBP_DROME;38784;Acyl-CoA-binding protein homolog;PF00887
ACBP_HUMAN;1622;Acyl-CoA-binding protein;PF00887
ACBP_MOUSE;13167;Acyl-CoA-binding protein;PF00887
ACBP_SCHPO;2539982;Putative acyl-CoA-binding protein;PF00887
ACC1_CAEEL;177799;Acetylcholine-gated chloride channel subunit acc-1;PF02931|PF02932
ACC2_CAEEL;183758;Acetylcholine-gated chloride channel subunit acc-2;PF02931|PF02932
ACC3_CAEEL;186307;Acetylcholine-gated chloride channel subunit acc-3;PF02931|PF02932
ACC4_CAEEL;176778;Acetylcholine-gated ion channel acc-4;PF02931|PF02932
ACCD_TOBAC;800510;Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic;PF01039
ACCO_TOBAC;107781126;1-aminocyclopropane-1-carboxylate oxidase;PF03171|PF14226
ACD10_HUMAN;80724;Acyl-CoA dehydrogenase family member 10;PF00441|PF02770|PF02771|PF01636
ACD10_MOUSE;71985;Acyl-CoA dehydrogenase family member 10;PF00441|PF02770|PF02771|PF01636
ACD11_CAEEL;176477;Acyl-CoA dehydrogenase family member 11;PF00441|PF02770
ACD11_HUMAN;84129;Acyl-CoA dehydrogenase family member 11;PF00441|PF02770|PF02771|PF01636
ACD11_MOUSE;102632;Acyl-CoA dehydrogenase family member 11;PF00441|PF02770|PF02771|PF01636
ACDSB_HUMAN;36;Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACDSB_MOUSE;66885;Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACE1_CAEEL;181706;Acetylcholinesterase 1;PF00135
ACE2_HUMAN;59272;Angiotensin-converting enzyme 2;PF16959|PF01401
ACE2_MOUSE;70008;Angiotensin-converting enzyme 2;PF16959|PF01401
ACE3_MOUSE;217246;Angiotensin-converting enzyme-like protein Ace3;PF01401
ACEB_SCHPO;2539803;Mitochondrial 2-methylisocitrate lyase;PF00463
ACER1_DANRE;550266;Alkaline ceramidase 1;PF05875
ACER1_HUMAN;125981;Alkaline ceramidase 1;PF05875
ACER1_MOUSE;171168;Alkaline ceramidase 1;PF05875
ACER2_HUMAN;340485;Alkaline ceramidase 2;PF05875
ACER2_MOUSE;230379;Alkaline ceramidase 2;PF05875
ACER3_HUMAN;55331;Alkaline ceramidase 3;PF05875
ACER3_MOUSE;66190;Alkaline ceramidase 3;PF05875
ACER_DROME;34189;Angiotensin-converting enzyme-related protein;PF01401
ACES_DANRE;114549;Acetylcholinesterase;PF08674|PF00135
ACES_DROME;41625;Acetylcholinesterase;PF00135
ACES_HUMAN;43;Acetylcholinesterase;PF08674|PF00135
ACES_MOUSE;11423;Acetylcholinesterase;PF08674|PF00135
ACE_DROME;34805;Angiotensin-converting enzyme;PF01401
ACE_HUMAN;1636;Angiotensin-converting enzyme;PF01401
ACE_MOUSE;11421;Angiotensin-converting enzyme;PF01401
ACH10_HUMAN;57053;Neuronal acetylcholine receptor subunit alpha-10;PF02931|PF02932
ACH1_CAEEL;179235;Acetylcholine receptor subunit alpha-type acr-16;PF02931|PF02932
ACH1_DROME;42918;Acetylcholine receptor subunit alpha-like 1;PF02931|PF02932
ACH1_SCHPO;2542515;Acetyl-CoA hydrolase;PF13336|PF02550
ACH23_CAEEL;191606;Betaine receptor acr-23;PF02931|PF02932
ACH2_CAEEL;172703;Acetylcholine receptor subunit beta-type unc-29;PF02931|PF02932
ACH2_DROME;42919;Acetylcholine receptor subunit alpha-like 2;PF02931|PF02932
ACH3_CAEEL;3565200;Acetylcholine receptor subunit alpha-type deg-3;PF02931|PF02932
ACH3_DROME;38545;Acetylcholine receptor subunit beta-like 1;PF02931|PF02932
ACH4_CAEEL;179574;Acetylcholine receptor subunit alpha-type des-2;PF02931|PF02932
ACH4_DROME;42920;Acetylcholine receptor subunit beta-like 2;PF02931|PF02932
ACH5_CAEEL;172105;Acetylcholine receptor subunit alpha-type unc-38;PF02931|PF02932
ACH6_CAEEL;172150;Acetylcholine receptor subunit alpha-type unc-63;PF02931|PF02932
ACH7_CAEEL;178269;Acetylcholine receptor subunit beta-type lev-1;PF02931|PF02932
ACH8_CAEEL;175072;Neuronal acetylcholine receptor subunit eat-2;PF02931|PF02932
ACHA2_HUMAN;1135;Neuronal acetylcholine receptor subunit alpha-2;PF02931|PF02932
ACHA2_MOUSE;110902;Neuronal acetylcholine receptor subunit alpha-2;PF02931|PF02932
ACHA3_HUMAN;1136;Neuronal acetylcholine receptor subunit alpha-3;PF02931|PF02932
ACHA3_MOUSE;110834;Neuronal acetylcholine receptor subunit alpha-3;PF02931|PF02932
ACHA4_HUMAN;1137;Neuronal acetylcholine receptor subunit alpha-4;PF02931|PF02932
ACHA4_MOUSE;11438;Neuronal acetylcholine receptor subunit alpha-4;PF02931|PF02932
ACHA5_HUMAN;1138;Neuronal acetylcholine receptor subunit alpha-5;PF02931|PF02932
ACHA5_MOUSE;110835;Neuronal acetylcholine receptor subunit alpha-5;PF02931|PF02932
ACHA6_HUMAN;8973;Neuronal acetylcholine receptor subunit alpha-6;PF02931|PF02932
ACHA6_MOUSE;11440;Neuronal acetylcholine receptor subunit alpha-6;PF02931|PF02932
ACHA7_HUMAN;1139;Neuronal acetylcholine receptor subunit alpha-7;PF02931|PF02932
ACHA7_MOUSE;11441;Neuronal acetylcholine receptor subunit alpha-7;PF02931|PF02932
ACHA9_HUMAN;55584;Neuronal acetylcholine receptor subunit alpha-9;PF02931|PF02932
ACHA_DANRE;30725;Acetylcholine receptor subunit alpha;PF02931|PF02932
ACHA_HUMAN;1134;Acetylcholine receptor subunit alpha;PF02931|PF02932
ACHA_MOUSE;11435;Acetylcholine receptor subunit alpha;PF02931|PF02932
ACHB2_HUMAN;1141;Neuronal acetylcholine receptor subunit beta-2;PF02931|PF02932
ACHB2_MOUSE;11444;Neuronal acetylcholine receptor subunit beta-2;PF02931|PF02932
ACHB3_HUMAN;1142;Neuronal acetylcholine receptor subunit beta-3;PF02931|PF02932
ACHB3_MOUSE;108043;Neuronal acetylcholine receptor subunit beta-3;PF02931|PF02932
ACHB4_HUMAN;1143;Neuronal acetylcholine receptor subunit beta-4;PF02931|PF02932
ACHB4_MOUSE;108015;Neuronal acetylcholine receptor subunit beta-4;PF02931|PF02932
ACHB_HUMAN;1140;Acetylcholine receptor subunit beta;PF02931|PF02932
ACHB_MOUSE;11443;Acetylcholine receptor subunit beta;PF02931|PF02932
ACHD_HUMAN;1144;Acetylcholine receptor subunit delta;PF02931|PF02932
ACHD_MOUSE;11447;Acetylcholine receptor subunit delta;PF02931|PF02932
ACHE_HUMAN;1145;Acetylcholine receptor subunit epsilon;PF02931|PF02932
ACHE_MOUSE;11448;Acetylcholine receptor subunit epsilon;PF02931|PF02932
ACHG_HUMAN;1146;Acetylcholine receptor subunit gamma;PF02931|PF02932
ACINU_HUMAN;22985;Apoptotic chromatin condensation inducer in the nucleus;PF16294|PF02037
ACINU_MOUSE;56215;Apoptotic chromatin condensation inducer in the nucleus;PF16294|PF02037
ACK1_HUMAN;10188;Activated CDC42 kinase 1;PF09027|PF11555|PF07714|PF14604
ACK1_MOUSE;51789;Activated CDC42 kinase 1;PF09027|PF11555|PF07714|PF14604
ACKR2_HUMAN;1238;Atypical chemokine receptor 2;PF00001
ACKR2_MOUSE;59289;Atypical chemokine receptor 2;PF00001
ACKR3_HUMAN;57007;Atypical chemokine receptor 3;PF00001
ACKR3_MOUSE;12778;Atypical chemokine receptor 3;PF00001
ACKR4_HUMAN;51554;Atypical chemokine receptor 4;PF00001
ACKR4_MOUSE;252837;Atypical chemokine receptor 4;PF00001
ACL10_HUMAN;170487;Actin-like protein 10;PF00022
ACL10_MOUSE;70362;Actin-like protein 10;PF00022
ACL1_SCHPO;2539879;Probable ATP-citrate synthase subunit 1;PF00285|PF02629|PF00549
ACL2_SCHPO;2541811;Probable ATP-citrate synthase subunit 2;PF08442|PF16114
ACL4_SCHPO;2539899;Probable assembly chaperone of rpl4;PF13181
ACL6A_HUMAN;86;Actin-like protein 6A;PF00022
ACL6A_MOUSE;56456;Actin-like protein 6A;PF00022
ACL6B_HUMAN;51412;Actin-like protein 6B;PF00022
ACL6B_MOUSE;83766;Actin-like protein 6B;PF00022
ACL7A_HUMAN;10881;Actin-like protein 7A;PF00022|PF16840
ACL7A_MOUSE;11470;Actin-like protein 7A;PF00022|PF16840
ACL7B_HUMAN;10880;Actin-like protein 7B;PF00022
ACL7B_MOUSE;11471;Actin-like protein 7B;PF00022
ACLY_CAEEL;180485;Probable ATP-citrate synthase;PF08442|PF16114|PF00285|PF02629|PF00549
ACLY_HUMAN;47;ATP-citrate synthase;PF16114|PF00285|PF02629|PF00549
ACLY_MOUSE;104112;ATP-citrate synthase;PF16114|PF00285|PF02629|PF00549
ACM1_CAEEL;180922;Probable muscarinic acetylcholine receptor gar-1;PF00001
ACM1_DROME;37892;Muscarinic acetylcholine receptor DM1;PF00001
ACM1_HUMAN;1128;Muscarinic acetylcholine receptor M1;PF00001
ACM1_MOUSE;12669;Muscarinic acetylcholine receptor M1;PF00001
ACM2_CAEEL;175893;Muscarinic acetylcholine receptor gar-2;PF00001
ACM2_HUMAN;1129;Muscarinic acetylcholine receptor M2;PF00001
ACM2_MOUSE;243764;Muscarinic acetylcholine receptor M2;PF00001
ACM3_CAEEL;179962;Muscarinic acetylcholine receptor gar-3;PF00001
ACM3_HUMAN;1131;Muscarinic acetylcholine receptor M3;PF00001
ACM3_MOUSE;12671;Muscarinic acetylcholine receptor M3;PF00001
ACM4_HUMAN;1132;Muscarinic acetylcholine receptor M4;PF00001
ACM4_MOUSE;12672;Muscarinic acetylcholine receptor M4;PF00001
ACM5_HUMAN;1133;Muscarinic acetylcholine receptor M5;PF00001
ACM5_MOUSE;213788;Muscarinic acetylcholine receptor M5;PF00001
ACMSD_CAEEL;175280;2-amino-3-carboxymuconate-6-semialdehyde decarboxylase;PF04909
ACMSD_HUMAN;130013;2-amino-3-carboxymuconate-6-semialdehyde decarboxylase;PF04909
ACMSD_MOUSE;266645;2-amino-3-carboxymuconate-6-semialdehyde decarboxylase;PF04909
ACN1_CAEEL;180780;Inactive angiotensin-converting enzyme-related protein;PF01401
ACNT1_MOUSE;230161;Acyl-coenzyme A amino acid N-acyltransferase 1;PF08840|PF04775
ACNT2_MOUSE;209186;Acyl-coenzyme A amino acid N-acyltransferase 2;PF08840|PF04775
ACO11_HUMAN;26027;Acyl-coenzyme A thioesterase 11;PF03061|PF01852
ACO11_MOUSE;329910;Acyl-coenzyme A thioesterase 11;PF03061|PF01852
ACO12_HUMAN;134526;Acyl-coenzyme A thioesterase 12;PF03061|PF01852
ACO12_MOUSE;74156;Acyl-coenzyme A thioesterase 12;PF03061|PF01852
ACO13_HUMAN;55856;Acyl-coenzyme A thioesterase 13;PF03061
ACO13_MOUSE;66834;Acyl-coenzyme A thioesterase 13;PF03061
ACO15_HUMAN;284486;Acyl-coenzyme A thioesterase THEM5;PF03061
ACO15_MOUSE;66198;Acyl-coenzyme A thioesterase THEM5;PF03061
ACO1_SCHPO;2538753;Probable acyl-CoA desaturase;PF00173|PF00487
ACOC_CAEEL;181324;Probable cytoplasmic aconitate hydratase;PF00330|PF00694
ACOC_HUMAN;48;Cytoplasmic aconitate hydratase;PF00330|PF00694
ACOC_MOUSE;11428;Cytoplasmic aconitate hydratase;PF00330|PF00694
ACOD1_MOUSE;20249;Acyl-CoA desaturase 1;PF00487
ACOD2_MOUSE;20250;Acyl-CoA desaturase 2;PF00487
ACON2_SCHPO;2541348;Homocitrate dehydratase, mitochondrial;PF00330|PF00694|PF00829
ACON_CAEEL;176121;Probable aconitate hydratase, mitochondrial;PF00330|PF00694
ACON_HUMAN;50;Aconitate hydratase, mitochondrial;PF00330|PF00694
ACON_MOUSE;11429;Aconitate hydratase, mitochondrial;PF00330|PF00694
