id_Uniprot;id_ENSEMBL;protein_recommended_name;id_pfam
ACAD9_HUMAN;ENSG00000177646;Acyl-CoA dehydrogenase family member 9, mitochondrial;PF00441|PF02770|PF02771
ACADL_HUMAN;ENSG00000115361;Long-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADM_HUMAN;ENSG00000117054;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADS_HUMAN;ENSG00000122971;Short-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACADV_HUMAN;ENSG00000072778;Very long-chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACAP1_HUMAN;ENSG00000072818;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1;PF12796|PF01412|PF00169
ACAP2_HUMAN;ENSG00000114331;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2;PF12796|PF01412|PF00169
ACAP3_HUMAN;ENSG00000131584;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3;PF01412|PF00169
ACATN_HUMAN;ENSG00000169359;Acetyl-coenzyme A transporter 1;PF13000
ACBD4_HUMAN;ENSG00000181513;Acyl-CoA-binding domain-containing protein 4;PF00887
ACBD5_HUMAN;ENSG00000107897;Acyl-CoA-binding domain-containing protein 5;PF00887
ACBD6_HUMAN;ENSG00000230124;Acyl-CoA-binding domain-containing protein 6;PF00887|PF12796
ACBD7_HUMAN;ENSG00000176244;Acyl-CoA-binding domain-containing protein 7;PF00887
ACBG1_HUMAN;ENSG00000103740;Long-chain-fatty-acid--CoA ligase ACSBG1;PF00501
ACBG2_HUMAN;ENSG00000130377;Long-chain-fatty-acid--CoA ligase ACSBG2;PF00501
ACBP_HUMAN;ENSG00000155368;Acyl-CoA-binding protein;PF00887
ACD10_HUMAN;ENSG00000111271;Acyl-CoA dehydrogenase family member 10;PF00441|PF02770|PF02771|PF01636
ACD11_HUMAN;ENSG00000240303;Acyl-CoA dehydrogenase family member 11;PF00441|PF02770|PF02771|PF01636
ACDSB_HUMAN;ENSG00000196177;Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial;PF00441|PF02770|PF02771
ACE2_HUMAN;ENSG00000130234;Angiotensin-converting enzyme 2;PF16959|PF01401
ACER1_HUMAN;ENSG00000167769;Alkaline ceramidase 1;PF05875
ACER2_HUMAN;ENSG00000177076;Alkaline ceramidase 2;PF05875
ACER3_HUMAN;ENSG00000078124;Alkaline ceramidase 3;PF05875
ACES_HUMAN;ENSG00000087085;Acetylcholinesterase;PF08674|PF00135
ACE_HUMAN;ENSG00000159640;Angiotensin-converting enzyme;PF01401
ACH10_HUMAN;ENSG00000129749;Neuronal acetylcholine receptor subunit alpha-10;PF02931|PF02932
ACHA2_HUMAN;ENSG00000120903;Neuronal acetylcholine receptor subunit alpha-2;PF02931|PF02932
ACHA3_HUMAN;ENSG00000080644;Neuronal acetylcholine receptor subunit alpha-3;PF02931|PF02932
ACHA4_HUMAN;ENSG00000101204;Neuronal acetylcholine receptor subunit alpha-4;PF02931|PF02932
ACHA5_HUMAN;ENSG00000169684;Neuronal acetylcholine receptor subunit alpha-5;PF02931|PF02932
ACHA6_HUMAN;ENSG00000147434;Neuronal acetylcholine receptor subunit alpha-6;PF02931|PF02932
ACHA7_HUMAN;ENSG00000175344;Neuronal acetylcholine receptor subunit alpha-7;PF02931|PF02932
ACHA9_HUMAN;ENSG00000174343;Neuronal acetylcholine receptor subunit alpha-9;PF02931|PF02932
ACHA_HUMAN;ENSG00000138435;Acetylcholine receptor subunit alpha;PF02931|PF02932
ACHB2_HUMAN;ENSG00000160716;Neuronal acetylcholine receptor subunit beta-2;PF02931|PF02932
ACHB3_HUMAN;ENSG00000147432;Neuronal acetylcholine receptor subunit beta-3;PF02931|PF02932
ACHB4_HUMAN;ENSG00000117971;Neuronal acetylcholine receptor subunit beta-4;PF02931|PF02932
ACHB_HUMAN;ENSG00000170175;Acetylcholine receptor subunit beta;PF02931|PF02932
ACHD_HUMAN;ENSG00000135902;Acetylcholine receptor subunit delta;PF02931|PF02932
ACHE_HUMAN;ENSG00000108556;Acetylcholine receptor subunit epsilon;PF02931|PF02932
ACHG_HUMAN;ENSG00000196811;Acetylcholine receptor subunit gamma;PF02931|PF02932
ACINU_HUMAN;ENSG00000100813;Apoptotic chromatin condensation inducer in the nucleus;PF16294|PF02037
ACK1_HUMAN;ENSG00000061938;Activated CDC42 kinase 1;PF09027|PF11555|PF07714|PF14604
ACKR2_HUMAN;ENSG00000144648;Atypical chemokine receptor 2;PF00001
ACKR3_HUMAN;ENSG00000144476;Atypical chemokine receptor 3;PF00001
ACKR4_HUMAN;ENSG00000129048;Atypical chemokine receptor 4;PF00001
ACL10_HUMAN;ENSG00000182584;Actin-like protein 10;PF00022
ACL6A_HUMAN;ENSG00000136518;Actin-like protein 6A;PF00022
ACL6B_HUMAN;ENSG00000077080;Actin-like protein 6B;PF00022
ACL7A_HUMAN;ENSG00000187003;Actin-like protein 7A;PF00022|PF16840
ACL7B_HUMAN;ENSG00000148156;Actin-like protein 7B;PF00022
ACLY_HUMAN;ENSG00000131473;ATP-citrate synthase;PF16114|PF00285|PF02629|PF00549
ACM1_HUMAN;ENSG00000168539;Muscarinic acetylcholine receptor M1;PF00001
ACM2_HUMAN;ENSG00000181072;Muscarinic acetylcholine receptor M2;PF00001
ACM3_HUMAN;ENSG00000133019;Muscarinic acetylcholine receptor M3;PF00001
ACM4_HUMAN;ENSG00000180720;Muscarinic acetylcholine receptor M4;PF00001
ACM5_HUMAN;ENSG00000184984;Muscarinic acetylcholine receptor M5;PF00001
ACMSD_HUMAN;ENSG00000153086;2-amino-3-carboxymuconate-6-semialdehyde decarboxylase;PF04909
ACO11_HUMAN;ENSG00000162390;Acyl-coenzyme A thioesterase 11;PF03061|PF01852
ACO12_HUMAN;ENSG00000172497;Acyl-coenzyme A thioesterase 12;PF03061|PF01852
ACO13_HUMAN;ENSG00000112304;Acyl-coenzyme A thioesterase 13;PF03061
ACO15_HUMAN;ENSG00000196407;Acyl-coenzyme A thioesterase THEM5;PF03061
ACOC_HUMAN;ENSG00000122729;Cytoplasmic aconitate hydratase;PF00330|PF00694
ACON_HUMAN;ENSG00000100412;Aconitate hydratase, mitochondrial;PF00330|PF00694
ACOT1_HUMAN;ENSG00000184227;Acyl-coenzyme A thioesterase 1;PF08840|PF04775
ACOT2_HUMAN;ENSG00000119673;Acyl-coenzyme A thioesterase 2, mitochondrial;PF08840|PF04775
ACOT4_HUMAN;ENSG00000177465;Acyl-coenzyme A thioesterase 4;PF08840|PF04775
ACOT6_HUMAN;ENSG00000205669;Putative acyl-coenzyme A thioesterase 6;PF08840
ACOX1_HUMAN;ENSG00000161533;Peroxisomal acyl-coenzyme A oxidase 1;PF01756|PF02770|PF14749
ACOX2_HUMAN;ENSG00000168306;Peroxisomal acyl-coenzyme A oxidase 2;PF01756|PF02770|PF14749
ACOX3_HUMAN;ENSG00000087008;Peroxisomal acyl-coenzyme A oxidase 3;PF01756|PF02770
ACOXL_HUMAN;ENSG00000153093;Acyl-coenzyme A oxidase-like protein;PF01756|PF00441|PF02770
ACP7_HUMAN;ENSG00000183760;Acid phosphatase type 7;PF00149|PF14008|PF16656
ACPH_HUMAN;ENSG00000164062;Acylamino-acid-releasing enzyme;PF00326
ACPM_HUMAN;ENSG00000004779;Acyl carrier protein, mitochondrial;PF00550
ACRBP_HUMAN;ENSG00000111644;Acrosin-binding protein;PF07222
ACRC_HUMAN;ENSG00000147174;Acidic repeat-containing protein;PF10263
ACRO_HUMAN;ENSG00000100312;Acrosin;PF00089
ACS2A_HUMAN;ENSG00000183747;Acyl-coenzyme A synthetase ACSM2A, mitochondrial;PF00501|PF13193
ACS2B_HUMAN;ENSG00000066813;Acyl-coenzyme A synthetase ACSM2B, mitochondrial;PF00501|PF13193
ACS2L_HUMAN;ENSG00000154930;Acetyl-coenzyme A synthetase 2-like, mitochondrial;PF16177|PF00501|PF13193
ACSA_HUMAN;ENSG00000131069;Acetyl-coenzyme A synthetase, cytoplasmic;PF16177|PF00501|PF13193
ACSF2_HUMAN;ENSG00000167107;Acyl-CoA synthetase family member 2, mitochondrial;PF00501|PF13193
ACSF3_HUMAN;ENSG00000176715;Acyl-CoA synthetase family member 3, mitochondrial;PF00501|PF13193
ACSF4_HUMAN;ENSG00000157426;Acyl-CoA synthetase family member 4;PF00501|PF00550|PF13360|PF13570
ACSL1_HUMAN;ENSG00000151726;Long-chain-fatty-acid--CoA ligase 1;PF00501|PF13193
ACSL3_HUMAN;ENSG00000123983;Long-chain-fatty-acid--CoA ligase 3;PF00501
ACSL4_HUMAN;ENSG00000068366;Long-chain-fatty-acid--CoA ligase 4;PF00501
ACSL5_HUMAN;ENSG00000197142;Long-chain-fatty-acid--CoA ligase 5;PF00501
ACSL6_HUMAN;ENSG00000164398;Long-chain-fatty-acid--CoA ligase 6;PF00501
ACSM1_HUMAN;ENSG00000166743;Acyl-coenzyme A synthetase ACSM1, mitochondrial;PF00501|PF13193
ACSM3_HUMAN;ENSG00000005187;Acyl-coenzyme A synthetase ACSM3, mitochondrial;PF00501|PF13193
ACSM4_HUMAN;ENSG00000215009;Acyl-coenzyme A synthetase ACSM4, mitochondrial;PF00501|PF13193
ACSM5_HUMAN;ENSG00000183549;Acyl-coenzyme A synthetase ACSM5, mitochondrial;PF00501|PF13193
ACSM6_HUMAN;ENSG00000173124;Acyl-coenzyme A synthetase ACSM6, mitochondrial;PF00501
ACSS3_HUMAN;ENSG00000111058;Acyl-CoA synthetase short-chain family member 3, mitochondrial;PF16177|PF00501|PF13193
ACTA_HUMAN;ENSG00000107796;Actin, aortic smooth muscle;PF00022
ACTBL_HUMAN;ENSG00000169067;Beta-actin-like protein 2;PF00022
ACTB_HUMAN;ENSG00000075624;Actin, cytoplasmic 1;PF00022
ACTC_HUMAN;ENSG00000159251;Actin, alpha cardiac muscle 1;PF00022
ACTG_HUMAN;ENSG00000184009;Actin, cytoplasmic 2;PF00022
ACTHR_HUMAN;ENSG00000185231;Adrenocorticotropic hormone receptor;PF00001
ACTH_HUMAN;ENSG00000163017;Actin, gamma-enteric smooth muscle;PF00022
ACTL8_HUMAN;ENSG00000117148;Actin-like protein 8;PF00022
ACTL9_HUMAN;ENSG00000181786;Actin-like protein 9;PF00022
ACTN1_HUMAN;ENSG00000072110;Alpha-actinin-1;PF00307|PF08726|PF00435
ACTN2_HUMAN;ENSG00000077522;Alpha-actinin-2;PF00307|PF08726|PF00435
ACTN3_HUMAN;ENSG00000248746;Alpha-actinin-3;PF00307|PF08726|PF00435
ACTN4_HUMAN;ENSG00000130402;Alpha-actinin-4;PF00307|PF08726|PF00435
ACTS_HUMAN;ENSG00000143632;Actin, alpha skeletal muscle;PF00022
ACTT1_HUMAN;ENSG00000123165;Actin-related protein T1;PF00022
ACTT2_HUMAN;ENSG00000169717;Actin-related protein T2;PF00022
ACTT3_HUMAN;ENSG00000184378;Actin-related protein T3;PF00022
ACTY_HUMAN;ENSG00000115073;Beta-centractin;PF00022
ACTZ_HUMAN;ENSG00000138107;Alpha-centractin;PF00022
ACV1B_HUMAN;ENSG00000135503;Activin receptor type-1B;PF01064|PF00069|PF08515
ACV1C_HUMAN;ENSG00000123612;Activin receptor type-1C;PF07714|PF08515
ACVL1_HUMAN;ENSG00000139567;Serine/threonine-protein kinase receptor R3;PF07714|PF08515
ACVR1_HUMAN;ENSG00000115170;Activin receptor type-1;PF01064|PF00069|PF08515
ACY1_HUMAN;ENSG00000243989;Aminoacylase-1;PF07687|PF01546
ACY2_HUMAN;ENSG00000108381;Aspartoacylase;PF04952
ACY3_HUMAN;ENSG00000132744;N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming);PF04952
ACYP1_HUMAN;ENSG00000119640;Acylphosphatase-1;PF00708
ACYP2_HUMAN;ENSG00000170634;Acylphosphatase-2;PF00708
ADA10_HUMAN;ENSG00000137845;Disintegrin and metalloproteinase domain-containing protein 10;PF00200|PF01562
ADA11_HUMAN;ENSG00000073670;Disintegrin and metalloproteinase domain-containing protein 11;PF08516|PF00200|PF07974|PF01562|PF01421
ADA12_HUMAN;ENSG00000148848;Disintegrin and metalloproteinase domain-containing protein 12;PF08516|PF00200|PF01562|PF01421
ADA15_HUMAN;ENSG00000143537;Disintegrin and metalloproteinase domain-containing protein 15;PF08516|PF00200|PF01562|PF01421
ADA17_HUMAN;ENSG00000151694;Disintegrin and metalloproteinase domain-containing protein 17;PF16698|PF00200|PF01562
ADA18_HUMAN;ENSG00000168619;Disintegrin and metalloproteinase domain-containing protein 18;PF08516|PF00200|PF01562|PF01421
ADA19_HUMAN;ENSG00000135074;Disintegrin and metalloproteinase domain-containing protein 19;PF08516|PF00200|PF01562|PF01421
ADA1A_HUMAN;ENSG00000120907;Alpha-1A adrenergic receptor;PF00001
ADA1B_HUMAN;ENSG00000170214;Alpha-1B adrenergic receptor;PF00001
ADA1D_HUMAN;ENSG00000171873;Alpha-1D adrenergic receptor;PF00001
ADA20_HUMAN;ENSG00000134007;Disintegrin and metalloproteinase domain-containing protein 20;PF08516|PF00200|PF01562|PF01421
ADA21_HUMAN;ENSG00000139985;Disintegrin and metalloproteinase domain-containing protein 21;PF08516|PF00200|PF01562|PF01421
ADA22_HUMAN;ENSG00000008277;Disintegrin and metalloproteinase domain-containing protein 22;PF08516|PF00200|PF07974|PF01562|PF01421
ADA23_HUMAN;ENSG00000114948;Disintegrin and metalloproteinase domain-containing protein 23;PF08516|PF00200|PF01562|PF01421
ADA28_HUMAN;ENSG00000042980;Disintegrin and metalloproteinase domain-containing protein 28;PF08516|PF00200|PF01562|PF01421
ADA29_HUMAN;ENSG00000168594;Disintegrin and metalloproteinase domain-containing protein 29;PF08516|PF00200|PF01562|PF01421
ADA2A_HUMAN;ENSG00000150594;Alpha-2A adrenergic receptor;PF00001
ADA2B_HUMAN;ENSG00000274286;Alpha-2B adrenergic receptor;PF00001
ADA2C_HUMAN;ENSG00000184160;Alpha-2C adrenergic receptor;PF00001
ADA2_HUMAN;ENSG00000093072;Adenosine deaminase 2;PF00962|PF08451
ADA30_HUMAN;ENSG00000134249;Disintegrin and metalloproteinase domain-containing protein 30;PF08516|PF00200|PF01562|PF01421
ADA32_HUMAN;ENSG00000197140;Disintegrin and metalloproteinase domain-containing protein 32;PF08516|PF00200|PF01562|PF01421
ADA33_HUMAN;ENSG00000149451;Disintegrin and metalloproteinase domain-containing protein 33;PF08516|PF00200|PF01562|PF01421
ADAD1_HUMAN;ENSG00000164113;Adenosine deaminase domain-containing protein 1;PF02137|PF00035
ADAD2_HUMAN;ENSG00000140955;Adenosine deaminase domain-containing protein 2;PF02137|PF00035
ADAL_HUMAN;ENSG00000168803;Adenosine deaminase-like protein;PF00962
ADAM2_HUMAN;ENSG00000104755;Disintegrin and metalloproteinase domain-containing protein 2;PF08516|PF00200|PF01562|PF01421
ADAM7_HUMAN;ENSG00000069206;Disintegrin and metalloproteinase domain-containing protein 7;PF08516|PF00200|PF01562|PF01421
ADAM8_HUMAN;ENSG00000151651;Disintegrin and metalloproteinase domain-containing protein 8;PF08516|PF00200|PF01562|PF01421
ADAM9_HUMAN;ENSG00000168615;Disintegrin and metalloproteinase domain-containing protein 9;PF08516|PF00200|PF01562|PF01421
ADAP1_HUMAN;ENSG00000105963;Arf-GAP with dual PH domain-containing protein 1;PF01412|PF00169
ADAP2_HUMAN;ENSG00000184060;Arf-GAP with dual PH domain-containing protein 2;PF01412|PF00169
ADAS_HUMAN;ENSG00000018510;Alkyldihydroxyacetonephosphate synthase, peroxisomal;PF02913|PF01565
ADAT1_HUMAN;ENSG00000065457;tRNA-specific adenosine deaminase 1;PF02137
ADAT2_HUMAN;ENSG00000189007;tRNA-specific adenosine deaminase 2;PF14437
ADAT3_HUMAN;ENSG00000213638;Probable inactive tRNA-specific adenosine deaminase-like protein 3;PF00383
ADA_HUMAN;ENSG00000196839;Adenosine deaminase;PF00962
ADCK1_HUMAN;ENSG00000063761;Uncharacterized aarF domain-containing protein kinase 1;PF03109
ADCK2_HUMAN;ENSG00000133597;Uncharacterized aarF domain-containing protein kinase 2;PF03109
ADCK5_HUMAN;ENSG00000173137;Uncharacterized aarF domain-containing protein kinase 5;PF03109
ADCL2_HUMAN;ENSG00000197953;Arylacetamide deacetylase-like 2;PF07859
ADCL3_HUMAN;ENSG00000188984;Arylacetamide deacetylase-like 3;PF07859
ADCL4_HUMAN;ENSG00000204518;Arylacetamide deacetylase-like 4;PF07859
ADCY1_HUMAN;ENSG00000164742;Adenylate cyclase type 1;PF16214|PF00211
ADCY2_HUMAN;ENSG00000078295;Adenylate cyclase type 2;PF16214|PF06327|PF00211
ADCY3_HUMAN;ENSG00000138031;Adenylate cyclase type 3;PF16214|PF00211
ADCY4_HUMAN;ENSG00000129467;Adenylate cyclase type 4;PF16214|PF06327|PF00211
ADCY5_HUMAN;ENSG00000173175;Adenylate cyclase type 5;PF16214|PF06327|PF00211
ADCY6_HUMAN;ENSG00000174233;Adenylate cyclase type 6;PF16214|PF06327|PF00211
ADCY7_HUMAN;ENSG00000121281;Adenylate cyclase type 7;PF16214|PF06327|PF00211
ADCY8_HUMAN;ENSG00000155897;Adenylate cyclase type 8;PF16214|PF06327|PF00211
ADCY9_HUMAN;ENSG00000162104;Adenylate cyclase type 9;PF00211
ADCYA_HUMAN;ENSG00000143199;Adenylate cyclase type 10;PF00211
ADDA_HUMAN;ENSG00000087274;Alpha-adducin;PF00596
ADDB_HUMAN;ENSG00000075340;Beta-adducin;PF00596
ADDG_HUMAN;ENSG00000148700;Gamma-adducin;PF00596
ADEC1_HUMAN;ENSG00000134028;ADAM DEC1;PF01562|PF01421
ADGB_HUMAN;ENSG00000118492;Androglobin;PF00648
ADH1A_HUMAN;ENSG00000187758;Alcohol dehydrogenase 1A;PF08240|PF00107
ADH1B_HUMAN;ENSG00000196616;Alcohol dehydrogenase 1B;PF08240|PF00107
ADH1G_HUMAN;ENSG00000248144;Alcohol dehydrogenase 1C;PF08240|PF00107
ADH4_HUMAN;ENSG00000198099;Alcohol dehydrogenase 4;PF08240|PF00107
ADH6_HUMAN;ENSG00000172955;Alcohol dehydrogenase 6;PF08240|PF00107
ADH7_HUMAN;ENSG00000196344;Alcohol dehydrogenase class 4 mu/sigma chain;PF08240|PF00107
ADHX_HUMAN;ENSG00000197894;Alcohol dehydrogenase class-3;PF08240|PF00107
ADIG_HUMAN;ENSG00000182035;Adipogenin;PF15202
ADIPO_HUMAN;ENSG00000181092;Adiponectin;PF00386|PF01391
ADIP_HUMAN;ENSG00000117155;Afadin- and alpha-actinin-binding protein;PF11559
ADK_HUMAN;ENSG00000156110;Adenosine kinase;PF00294
ADM2_HUMAN;ENSG00000128165;ADM2;PF00214
ADML_HUMAN;ENSG00000148926;ADM;PF00214
ADNP_HUMAN;ENSG00000101126;Activity-dependent neuroprotector homeobox protein;PF00046
ADPGK_HUMAN;ENSG00000159322;ADP-dependent glucokinase;PF04587
ADPPT_HUMAN;ENSG00000149313;L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase;PF01648
ADPRH_HUMAN;ENSG00000144843;[Protein ADP-ribosylarginine] hydrolase;PF03747
ADPRM_HUMAN;ENSG00000170222;Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase;PF00149
ADRB1_HUMAN;ENSG00000043591;Beta-1 adrenergic receptor;PF00001
ADRB2_HUMAN;ENSG00000169252;Beta-2 adrenergic receptor;PF00001
ADRB3_HUMAN;ENSG00000188778;Beta-3 adrenergic receptor;PF00001
ADRM1_HUMAN;ENSG00000130706;Proteasomal ubiquitin receptor ADRM1;PF04683|PF16550
ADRO_HUMAN;ENSG00000161513;NADPH:adrenodoxin oxidoreductase, mitochondrial;PF07992
ADSV_HUMAN;ENSG00000006747;Adseverin;PF00626
ADT1_HUMAN;ENSG00000151729;ADP/ATP translocase 1;PF00153
ADT2_HUMAN;ENSG00000005022;ADP/ATP translocase 2;PF00153
ADT3_HUMAN;ENSG00000169100;ADP/ATP translocase 3;PF00153
ADT4_HUMAN;ENSG00000151475;ADP/ATP translocase 4;PF00153
ADTRP_HUMAN;ENSG00000111863;Androgen-dependent TFPI-regulating protein;PF04750
ADX_HUMAN;ENSG00000137714;Adrenodoxin, mitochondrial;PF00111
AEBP1_HUMAN;ENSG00000106624;Adipocyte enhancer-binding protein 1;PF00754|PF00246
AEDO_HUMAN;ENSG00000181915;2-aminoethanethiol dioxygenase;PF07847
AEGP_HUMAN;ENSG00000177943;Apical endosomal glycoprotein;PF00057|PF00629
AEN_HUMAN;ENSG00000181026;Apoptosis-enhancing nuclease;PF00929
AES_HUMAN;ENSG00000104964;Amino-terminal enhancer of split;PF03920
AF1L1_HUMAN;ENSG00000157510;Actin filament-associated protein 1-like 1;PF00169
AF1L2_HUMAN;ENSG00000169129;Actin filament-associated protein 1-like 2;PF00169
AF1Q_HUMAN;ENSG00000213190;Protein AF1q;PF15017
AF9_HUMAN;ENSG00000171843;Protein AF-9;PF03366
AFAD_HUMAN;ENSG00000130396;Afadin;PF01843|PF00498|PF00595|PF00788
AFAM_HUMAN;ENSG00000079557;Afamin;PF00273
AFAP1_HUMAN;ENSG00000196526;Actin filament-associated protein 1;PF00169
AFF1_HUMAN;ENSG00000172493;AF4/FMR2 family member 1;PF05110
AFF2_HUMAN;ENSG00000155966;AF4/FMR2 family member 2;PF05110
AFF3_HUMAN;ENSG00000144218;AF4/FMR2 family member 3;PF05110
AFF4_HUMAN;ENSG00000072364;AF4/FMR2 family member 4;PF05110
AFG1L_HUMAN;ENSG00000135537;AFG1-like ATPase;PF03969
AFG32_HUMAN;ENSG00000141385;AFG3-like protein 2;PF00004|PF06480|PF01434
AFTIN_HUMAN;ENSG00000119844;Aftiphilin;PF15045
AG10A_HUMAN;ENSG00000139133;Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase;PF04922
AG10B_HUMAN;ENSG00000175548;Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase;PF04922
AGAL_HUMAN;ENSG00000102393;Alpha-galactosidase A;PF16499|PF17450
AGAP1_HUMAN;ENSG00000157985;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1;PF12796|PF01412|PF00071
AGAP2_HUMAN;ENSG00000135439;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2;PF12796|PF01412|PF00071
AGAP3_HUMAN;ENSG00000133612;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3;PF12796|PF01412|PF00071
AGAP4_HUMAN;ENSG00000188234;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 4;PF12796|PF01412
AGAP5_HUMAN;ENSG00000172650;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5;PF12796|PF01412
AGAP6_HUMAN;ENSG00000204149;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 6;PF12796|PF01412
AGAP9_HUMAN;ENSG00000204172;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 9;PF01412
AGFG1_HUMAN;ENSG00000173744;Arf-GAP domain and FG repeat-containing protein 1;PF01412
AGFG2_HUMAN;ENSG00000106351;Arf-GAP domain and FG repeat-containing protein 2;PF01412
AGGF1_HUMAN;ENSG00000164252;Angiogenic factor with G patch and FHA domains 1;PF00498|PF01585
AGK_HUMAN;ENSG00000006530;Acylglycerol kinase, mitochondrial;PF00781
AGM1_HUMAN;ENSG00000013375;Phosphoacetylglucosamine mutase;PF02878|PF00408
AGO1_HUMAN;ENSG00000092847;Protein argonaute-1;PF08699|PF16488|PF16487|PF16486|PF02170|PF02171
AGO2_HUMAN;ENSG00000123908;Protein argonaute-2;PF08699|PF16488|PF16487|PF16486|PF02170|PF02171
AGO3_HUMAN;ENSG00000126070;Protein argonaute-3;PF08699|PF16488|PF16487|PF16486|PF02170|PF02171
AGO4_HUMAN;ENSG00000134698;Protein argonaute-4;PF08699|PF16488|PF16487|PF16486|PF02170|PF02171
AGRA1_HUMAN;ENSG00000197177;Adhesion G protein-coupled receptor A1;PF00002
AGRA2_HUMAN;ENSG00000020181;Adhesion G protein-coupled receptor A2;PF00002|PF01825|PF13855
AGRA3_HUMAN;ENSG00000152990;Adhesion G protein-coupled receptor A3;PF00002|PF01825|PF07679|PF13855
AGRB1_HUMAN;ENSG00000181790;Adhesion G protein-coupled receptor B1;PF00002|PF16489|PF01825|PF02793|PF00090
AGRB2_HUMAN;ENSG00000121753;Adhesion G protein-coupled receptor B2;PF00002|PF16489|PF01825|PF00090
AGRB3_HUMAN;ENSG00000135298;Adhesion G protein-coupled receptor B3;PF00002|PF16489|PF01825|PF02793|PF00090
AGRD1_HUMAN;ENSG00000111452;Adhesion G-protein coupled receptor D1;PF00002|PF01825
AGRD2_HUMAN;ENSG00000180264;Adhesion G-protein coupled receptor D2;PF00002|PF01825|PF00354
AGRE1_HUMAN;ENSG00000174837;Adhesion G protein-coupled receptor E1;PF00002|PF12662|PF07645|PF01825
AGRE2_HUMAN;ENSG00000127507;Adhesion G protein-coupled receptor E2;PF00002|PF07645|PF01825
AGRE3_HUMAN;ENSG00000131355;Adhesion G protein-coupled receptor E3;PF00002|PF07645|PF16489|PF01825
AGRF1_HUMAN;ENSG00000153292;Adhesion G-protein coupled receptor F1;PF00002|PF01825|PF01390
